circ_id	cpm	circ_type	bsj	fsj	junc_ratio	gene_id	gene_name	gene_type
chr1:171512032|171545687	0.1390	exon	2.000	150.000	0.026	ENSG00000117523.18	PRRC2C	protein_coding
chr1:171522177|171545687	0.0695	exon	1.000	149.000	0.013	ENSG00000117523.18	PRRC2C	protein_coding
chr1:171523221|171545687	0.1390	exon	2.000	309.000	0.013	ENSG00000117523.18	PRRC2C	protein_coding
chr1:171532343|171542229	0.1390	exon	2.000	450.000	0.009	ENSG00000117523.18	PRRC2C	protein_coding
chr1:179850845|179852811	0.0695	exon	1.000	37.000	0.051	ENSG00000169905.13	TOR1AIP2	protein_coding
chr1:205719527|205720653	0.0695	exon	1.000	1925.000	0.001	ENSG00000069275.13	NUCKS1	protein_coding
chr1:219187768|219218712	0.0695	intron	1.000	6.000	0.250	ENSG00000143353.12	LYPLAL1	protein_coding
chr1:219978546|219988823	0.0695	exon	1.000	343.000	0.006	ENSG00000136628.18	EPRS1	protein_coding
chr1:219987142|219988823	0.0695	exon	1.000	561.000	0.004	ENSG00000136628.18	EPRS1	protein_coding
chr1:224393828|224431781	0.0695	exon	1.000	109.000	0.018	ENSG00000266618.1,ENSG00000162923.17	MIR4742,WDR26	miRNA,protein_coding
chr1:224946943|224974153	0.0695	intron	1.000	6.000	0.250	ENSG00000185842.16	DNAH14	protein_coding
chr1:226154647|226166000	0.0695	exon	1.000	198.000	0.010	ENSG00000182827.9	ACBD3	protein_coding
chr1:228097078|228104029	0.0695	intron	1.000	660.000	0.003	ENSG00000143761.16,ENSG00000284163.1	ARF1,MIR3620	protein_coding,miRNA
chr1:229484054|229490102	0.0695	exon	1.000	284.000	0.007	ENSG00000069248.12	NUP133	protein_coding
chr1:231225471|231229209	0.0695	exon	1.000	217.000	0.009	ENSG00000143633.13	C1orf131	protein_coding
chr1:231364327|231374099	0.1390	exon	2.000	129.000	0.030	ENSG00000135766.9,ENSG00000287856.1	EGLN1,ENSG00000287856	protein_coding,protein_coding
chr1:235213769|235234492	0.1390	exon	2.000	96.000	0.040	ENSG00000054267.22	ARID4B	protein_coding
chr1:235219793|235229385	0.0695	exon	1.000	161.000	0.012	ENSG00000054267.22	ARID4B	protein_coding
chr1:235219793|235260752	0.2086	exon	3.000	49.000	0.109	ENSG00000054267.22	ARID4B	protein_coding
chr1:241896765|241921405	0.0695	intron	1.000	2.000	0.500	ENSG00000235990.2	RPL23AP20	processed_pseudogene
chr1:243270105|243426558	0.0695	exon	1.000	21.000	0.087	ENSG00000054282.16,ENSG00000265201.1	SDCCAG8,MIR4677	protein_coding,miRNA
chr1:243545510|243573048	0.0695	exon	1.000	58.000	0.033	ENSG00000117020.19	AKT3	protein_coding
chr1:243843125|243843282	0.0695	exon	1.000	50.000	0.038	ENSG00000117020.19	AKT3	protein_coding
chr1:244845247|244859374	0.1390	exon	2.000	1183.000	0.003	ENSG00000153187.20	HNRNPU	protein_coding
chr1:247155566|247159813	0.0695	exon	1.000	15.000	0.118	ENSG00000196418.13	ZNF124	protein_coding
chr2:11197180|11202121	0.0695	exon	1.000	72.000	0.027	ENSG00000134318.15	ROCK2	protein_coding
chr2:37210999|37214952	0.0695	exon	1.000	223.000	0.009	ENSG00000115816.15	CEBPZ	protein_coding
chr2:47835872|47839769	0.0695	exon	1.000	57.000	0.034	ENSG00000138081.22	FBXO11	protein_coding
chr2:53714384|53716743	0.0695	exon	1.000	50.000	0.038	ENSG00000115239.24	ASB3	protein_coding
chr2:54526372|54725258	0.0695	exon	1.000	15.000	0.118	ENSG00000289627.1,ENSG00000115306.16,ENSG00000214595.13,ENSG00000237887.1	ENSG00000289627,SPTBN1,EML6,RPL23AP32	lncRNA,protein_coding,protein_coding,processed_pseudogene
chr2:55332566|55335164	0.0695	exon	1.000	98.000	0.020	ENSG00000115355.18	CCDC88A	protein_coding
chr2:55332566|55346333	0.0695	exon	1.000	56.000	0.034	ENSG00000115355.18	CCDC88A	protein_coding
chr2:61522611|61526521	0.0695	exon	1.000	341.000	0.006	ENSG00000082898.19	XPO1	protein_coding
chr2:62987994|62990732	0.0695	exon	1.000	33.000	0.057	ENSG00000115504.15	EHBP1	protein_coding
chr2:64551443|64585545	0.2781	exon	4.000	29.000	0.216	ENSG00000252414.1,ENSG00000119844.16	RNU6-100P,AFTPH	snRNA,protein_coding
chr2:73088050|73089315	0.0695	exon	1.000	26.000	0.071	ENSG00000135631.17	RAB11FIP5	protein_coding
chr2:95104640|95110041	0.0695	exon	1.000	240.000	0.008	ENSG00000144029.12	MRPS5	protein_coding
chr2:95851694|95860074	0.2086	exon	3.000	18.000	0.250	ENSG00000174501.15	ANKRD36C	protein_coding
chr2:97142640|97211741	0.0695	exon	1.000	16.000	0.111	ENSG00000135976.21	ANKRD36	protein_coding
chr2:97200334|97208006	0.1390	exon	2.000	5.000	0.444	ENSG00000135976.21	ANKRD36	protein_coding
chr2:108475535|108475850	0.0695	exon	1.000	70.000	0.028	ENSG00000135968.22	GCC2	protein_coding
chr2:111944960|111947567	0.0695	exon	1.000	10.000	0.167	ENSG00000153208.18	MERTK	protein_coding
chr2:112299849|112311937	0.2781	exon	4.000	7.000	0.533	ENSG00000188177.14	ZC3H6	protein_coding
chr2:112501206|112503181	0.0695	exon	1.000	82.000	0.024	ENSG00000114999.8	TTL	protein_coding
chr2:135748267|135772547	0.0695	exon	1.000	154.000	0.013	ENSG00000144224.17	UBXN4	protein_coding
chr2:135761818|135779079	0.0695	exon	1.000	130.000	0.015	ENSG00000144224.17	UBXN4	protein_coding
chr2:152669137|152673706	0.0695	exon	1.000	313.000	0.006	ENSG00000196504.19	PRPF40A	protein_coding
chr2:159389345|159412545	0.0695	exon	1.000	25.000	0.074	ENSG00000123636.19	BAZ2B	protein_coding
chr2:174378923|174387779	0.0695	exon	1.000	61.000	0.032	ENSG00000138433.16	CIR1	protein_coding
chr2:196912882|196923125	0.0695	intron	1.000	4.000	0.333	ENSG00000197121.15	PGAP1	protein_coding
chr2:202464809|202467689	0.1390	exon	2.000	55.000	0.068	ENSG00000204217.16	BMPR2	protein_coding
chr2:219562402|219562674	0.0695	exon	1.000	197.000	0.010	ENSG00000124006.15	OBSL1	protein_coding
chr2:231082883|231166017	0.0695	exon	1.000	379.000	0.005	ENSG00000201574.1,ENSG00000173692.14	RNU1-93P,PSMD1	snRNA,protein_coding
chr2:232564247|232566981	0.1390	exon	2.000	221.000	0.018	ENSG00000135930.15	EIF4E2	protein_coding
chr2:232760480|232833093	0.0695	exon	1.000	79.000	0.025	ENSG00000204120.16,ENSG00000199781.1,ENSG00000252452.1	GIGYF2,Y_RNA,RNU6-107P	protein_coding,misc_RNA,snRNA
chr2:232787150|232796221	0.0695	exon	1.000	80.000	0.024	ENSG00000204120.16	GIGYF2	protein_coding
chr2:232816760|232819985	0.0695	intron	1.000	68.000	0.029	ENSG00000204120.16	GIGYF2	protein_coding
chr2:241229833|241256806	0.0695	exon	1.000	693.000	0.003	ENSG00000115677.18	HDLBP	protein_coding
chr3:9433845|9474582	0.0695	exon	1.000	87.000	0.022	ENSG00000168137.20	SETD5	protein_coding
chr3:9940850|9948469	0.0695	exon	1.000	13.000	0.133	ENSG00000230082.1,ENSG00000288550.2,ENSG00000163703.20	PRRT3-AS1,ENSG00000288550,CRELD1	lncRNA,protein_coding,protein_coding
chr3:10046580|10049505	0.0695	exon	1.000	115.000	0.017	ENSG00000144554.13	FANCD2	protein_coding
chr3:11601833|11703047	0.0695	exon	1.000	27.000	0.069	ENSG00000144560.16	VGLL4	protein_coding
chr3:12489784|12531659	0.0695	exon	1.000	37.000	0.051	ENSG00000251774.1,ENSG00000154743.19	RNU6-377P,TSEN2	snRNA,protein_coding
chr3:14167169|14173062	0.0695	exon	1.000	58.000	0.033	ENSG00000154767.15	XPC	protein_coding
chr3:41907845|41912899	0.0695	exon	1.000	5.000	0.286	ENSG00000168038.11	ULK4	protein_coding
chr3:42631171|42639750	0.1390	exon	2.000	81.000	0.047	ENSG00000114857.19	NKTR	protein_coding
chr3:47622207|47638780	0.0695	exon	1.000	356.000	0.006	ENSG00000173473.11	SMARCC1	protein_coding
chr3:52579054|52603732	0.0695	exon	1.000	55.000	0.035	ENSG00000163939.18	PBRM1	protein_coding
chr3:52737586|52749829	0.0695	exon	1.000	66.000	0.029	ENSG00000114904.13	NEK4	protein_coding
chr3:63912588|63913225	0.0695	exon	1.000	12.000	0.143	ENSG00000163635.20	ATXN7	protein_coding
chr3:94035331|94044586	0.0695	intron	1.000	21.000	0.087	ENSG00000169379.17	ARL13B	protein_coding
chr3:108646617|108677598	0.0695	exon	1.000	60.000	0.032	ENSG00000198919.13	DZIP3	protein_coding
chr3:111304064|111306518	0.0695	intron	1.000	0.000	1.000	ENSG00000153283.13	CD96	protein_coding
chr3:112565301|112569269	0.0695	intron	1.000	23.000	0.080	ENSG00000138459.9	SLC35A5	protein_coding
chr3:113838275|113844649	0.0695	intron	1.000	0.000	1.000	ENSG00000178075.20	GRAMD1C	protein_coding
chr3:136293756|136317064	0.0695	exon	1.000	129.000	0.015	ENSG00000114054.14	PCCB	protein_coding
chr3:142397329|142412663	0.1390	exon	2.000	12.000	0.250	ENSG00000114127.11,ENSG00000251804.1	XRN1,RNU6-1294P	protein_coding,snRNA
chr3:142735561|142748460	0.0695	intron	1.000	8.000	0.200	ENSG00000144935.16	TRPC1	protein_coding
chr3:160411920|160416415	0.4171	exon	6.000	345.000	0.034	ENSG00000113810.16	SMC4	protein_coding
chr3:160411920|160423840	0.0695	exon	1.000	231.000	0.009	ENSG00000113810.16	SMC4	protein_coding
chr3:160411920|160426200	0.0695	exon	1.000	401.000	0.005	ENSG00000113810.16	SMC4	protein_coding
chr3:160413473|160420901	0.0695	exon	1.000	433.000	0.005	ENSG00000113810.16	SMC4	protein_coding
chr3:169861092|169862273	0.0695	antisense	1.000	0.000	1.000	ENSG00000114248.10	LRRC31	protein_coding
chr3:169975608|169983253	0.0695	exon	1.000	219.000	0.009	ENSG00000008952.17	SEC62	protein_coding
chr3:169976946|169988359	0.2781	exon	4.000	261.000	0.030	ENSG00000008952.17	SEC62	protein_coding
chr3:169982660|169983253	0.2781	exon	4.000	8.000	0.500	ENSG00000008952.17	SEC62	protein_coding
chr3:185612607|185614740	0.0695	exon	1.000	97.000	0.020	ENSG00000163904.13	SENP2	protein_coding
chr3:185675296|185823213	0.0695	exon	1.000	111.000	0.018	ENSG00000265470.1,ENSG00000073792.16	MIR548AQ,IGF2BP2	miRNA,protein_coding
chr4:4268530|4283795	0.0695	exon	1.000	310.000	0.006	ENSG00000145220.14	LYAR	protein_coding
chr4:4273583|4274769	0.1390	exon	2.000	329.000	0.012	ENSG00000145220.14	LYAR	protein_coding
chr4:36210390|36214480	0.0695	exon	1.000	5.000	0.286	ENSG00000047365.13	ARAP2	protein_coding
chr4:39311445|39312931	0.0695	exon	1.000	154.000	0.013	ENSG00000035928.17	RFC1	protein_coding
chr4:42001616|42039053	0.0695	exon	1.000	132.000	0.015	ENSG00000249212.1,ENSG00000014824.14	ATP1B1P1,SLC30A9	unprocessed_pseudogene,protein_coding
chr4:67508948|67509105	0.0695	exon	1.000	36.000	0.053	ENSG00000145241.11	CENPC	protein_coding
chr4:75977646|75981418	0.1390	exon	2.000	90.000	0.043	ENSG00000198301.12	SDAD1	protein_coding
chr4:76115344|76144473	0.0695	exon	1.000	148.000	0.013	ENSG00000138750.15	NUP54	protein_coding
chr4:83443517|83448961	0.0695	exon	1.000	14.000	0.125	ENSG00000163312.11	HELQ	protein_coding
chr4:102799407|102802638	0.0695	exon	1.000	943.000	0.002	ENSG00000109332.20	UBE2D3	protein_coding
chr4:103174736|103181456	0.3476	exon	5.000	63.000	0.137	ENSG00000138778.14	CENPE	protein_coding
chr4:106324985|106331883	0.0695	exon	1.000	202.000	0.010	ENSG00000164022.18	AIMP1	protein_coding
chr4:112644668|112647834	0.0695	exon	1.000	193.000	0.010	ENSG00000174720.17	LARP7	protein_coding
chr4:112644668|112654159	0.1390	exon	2.000	117.000	0.033	ENSG00000174720.17	LARP7	protein_coding
chr4:128074460|128077962	0.0695	exon	1.000	73.000	0.027	ENSG00000138709.19	LARP1B	protein_coding
chr4:128091001|128093031	0.0695	intron	1.000	39.000	0.049	ENSG00000138709.19	LARP1B	protein_coding
chr4:139349462|139370404	0.0695	exon	1.000	266.000	0.007	ENSG00000164134.13	NAA15	protein_coding
chr4:152307920|152332719	0.0695	intron	1.000	20.000	0.091	ENSG00000109670.16,ENSG00000270883.1,ENSG00000270302.1	FBXW7,ENSG00000270883,ENSG00000270302	protein_coding,lncRNA,lncRNA
chr4:155352596|155362141	0.0695	exon	1.000	68.000	0.029	ENSG00000164114.19	MAP9	protein_coding
chr4:159186642|159193256	0.1390	exon	2.000	9.000	0.308	ENSG00000109756.10	RAPGEF2	protein_coding
chr4:185247294|185267155	0.0695	exon	1.000	28.000	0.067	ENSG00000109762.17	SNX25	protein_coding
chr4:186210469|186216547	0.0695	intron	1.000	9.000	0.182	ENSG00000164344.16,ENSG00000145476.16	KLKB1,CYP4V2	protein_coding,protein_coding
chr5:14290716|14304592	0.0695	exon	1.000	14.000	0.125	ENSG00000038382.21	TRIO	protein_coding
chr5:37000373|37027412	0.0695	exon	1.000	55.000	0.035	ENSG00000164190.19	NIPBL	protein_coding
chr5:42514080|42565944	0.0695	exon	1.000	2.000	0.500	ENSG00000112964.14	GHR	protein_coding
chr5:61190519|61192493	0.0695	intron	1.000	0.000	1.000	ENSG00000251279.2	SMIM15-AS1	lncRNA
chr5:71483842|71504751	0.1390	exon	2.000	45.000	0.082	ENSG00000145734.20	BDP1	protein_coding
chr5:73522935|73528396	0.0695	intergenic	1.000	0.000	1.000	None	None	None
chr5:77449760|77464809	0.0695	exon	1.000	110.000	0.018	ENSG00000164253.14	WDR41	protein_coding
chr5:88804598|88823930	0.1390	exon	2.000	21.000	0.160	ENSG00000081189.16	MEF2C	protein_coding
chr5:93553761|93563463	0.0695	exon	1.000	22.000	0.083	ENSG00000237187.9	NR2F1-AS1	lncRNA
chr5:94643273|94654752	0.1390	exon	2.000	36.000	0.100	ENSG00000133302.13	SLF1	protein_coding
chr5:98875072|98885649	0.0695	exon	1.000	111.000	0.018	ENSG00000153922.11	CHD1	protein_coding
chr5:118973856|118973997	0.1390	exon	2.000	20.000	0.167	ENSG00000197744.5	PTMAP2	processed_pseudogene
chr5:126501004|126508943	0.1390	intron	2.000	2.000	0.667	ENSG00000250602.6	ENSG00000250602	lncRNA
chr5:132575777|132618294	0.0695	exon	1.000	109.000	0.018	ENSG00000283782.2,ENSG00000113522.14	ENSG00000283782,RAD50	protein_coding,protein_coding
chr5:132603300|132618294	0.1390	exon	2.000	64.000	0.059	ENSG00000283782.2,ENSG00000113522.14	ENSG00000283782,RAD50	protein_coding,protein_coding
chr5:132608615|132618294	0.0695	exon	1.000	63.000	0.031	ENSG00000283782.2,ENSG00000113522.14	ENSG00000283782,RAD50	protein_coding,protein_coding
chr5:134120379|134120803	0.0695	antisense	1.000	1.000	0.667	ENSG00000081059.20	TCF7	protein_coding
chr5:134661119|134661586	0.1390	exon	2.000	40.000	0.091	ENSG00000113615.13	SEC24A	protein_coding
chr5:134763904|134773861	0.0695	exon	1.000	436.000	0.005	ENSG00000145833.16	DDX46	protein_coding
chr5:134763904|134782086	0.1390	exon	2.000	167.000	0.023	ENSG00000145833.16	DDX46	protein_coding
chr5:134763904|134796150	0.1390	exon	2.000	156.000	0.025	ENSG00000145833.16	DDX46	protein_coding
chr5:139316076|139326284	0.0695	exon	1.000	750.000	0.003	ENSG00000280987.4,ENSG00000015479.20	MATR3,MATR3	protein_coding,protein_coding
chr5:140524066|140528331	0.0695	exon	1.000	121.000	0.016	ENSG00000131503.21,ENSG00000254996.5	ANKHD1,ANKHD1-EIF4EBP3	protein_coding,protein_coding
chr5:146218985|146229910	0.0695	exon	1.000	90.000	0.022	ENSG00000091009.8,ENSG00000275740.1	RBM27,ENSG00000275740	protein_coding,protein_coding
chr5:146469544|146483629	0.1390	exon	2.000	95.000	0.040	ENSG00000113649.13	TCERG1	protein_coding
chr5:146478493|146483629	0.1390	exon	2.000	215.000	0.018	ENSG00000113649.13	TCERG1	protein_coding
chr5:150396282|150399070	0.1390	exon	2.000	467.000	0.008	ENSG00000070814.22	TCOF1	protein_coding
chr5:154790325|154790710	0.0695	exon	1.000	257.000	0.008	ENSG00000155506.19	LARP1	protein_coding
chr5:159194716|159203656	0.0695	exon	1.000	92.000	0.021	ENSG00000145860.12	RNF145	protein_coding
chr5:159286984|159290272	0.1390	intergenic	2.000	0.000	1.000	None	None	None
chr5:172225060|172234358	0.1390	intron	2.000	41.000	0.089	ENSG00000168246.6	UBTD2	protein_coding
chr5:172952454|172952650	0.0695	exon	1.000	16.000	0.111	ENSG00000113719.17	ERGIC1	protein_coding
chr5:173910523|173953272	0.0695	exon	1.000	31.000	0.061	ENSG00000113742.14,ENSG00000289085.1	CPEB4,ENSG00000289085	protein_coding,lncRNA
chr5:179621335|179623114	0.0695	exon	1.000	1186.000	0.002	ENSG00000169045.17	HNRNPH1	protein_coding
chr6:18249651|18258405	0.3476	exon	5.000	518.000	0.019	ENSG00000124795.17	DEK	protein_coding
chr6:18256361|18258405	0.1390	exon	2.000	246.000	0.016	ENSG00000124795.17	DEK	protein_coding
chr6:27106312|27107341	0.0695	intergenic	1.000	0.000	1.000	None	None	None
chr6:29890246|29944616	0.2086	intron	3.000	77.000	0.072	ENSG00000230795.3,ENSG00000228078.1,ENSG00000233677.1,ENSG00000206503.13,ENSG00000206341.7,ENSG00000231130.1	HLA-K,HLA-U,DDX39BP1,HLA-A,HLA-H,HLA-T	unprocessed_pseudogene,unprocessed_pseudogene,unprocessed_pseudogene,protein_coding,unprocessed_pseudogene,unprocessed_pseudogene
chr6:33003003|33004076	0.0695	intergenic	1.000	1.000	0.667	None	None	None
chr6:43055545|43056445	0.0695	exon	1.000	220.000	0.009	ENSG00000112651.12,ENSG00000288564.1	MRPL2,ENSG00000288564	protein_coding,protein_coding
chr6:43589116|43590646	0.0695	intron	1.000	4.000	0.333	ENSG00000170734.12	POLH	protein_coding
chr6:44506977|44514022	0.0695	intron	1.000	0.000	1.000	ENSG00000237530.2	ENSG00000237530	lncRNA
chr6:70798657|70837028	0.2086	exon	3.000	72.000	0.077	ENSG00000112305.15	SMAP1	protein_coding
chr6:78939737|78998391	0.0695	exon	1.000	96.000	0.020	ENSG00000146247.14	PHIP	protein_coding
chr6:78969835|79026164	0.0695	exon	1.000	109.000	0.018	ENSG00000146247.14	PHIP	protein_coding
chr6:79060478|79060818	0.0695	exon	1.000	72.000	0.027	ENSG00000146247.14	PHIP	protein_coding
chr6:82957312|83044659	0.0695	exon	1.000	43.000	0.044	ENSG00000118420.17	UBE3D	protein_coding
chr6:87215903|87218731	0.0695	exon	1.000	1.000	0.667	ENSG00000188994.13	ZNF292	protein_coding
chr6:93356717|93414767	0.0695	exon	1.000	32.000	0.059	ENSG00000135333.15	EPHA7	protein_coding
chr6:99400544|99408271	0.1390	exon	2.000	157.000	0.025	ENSG00000132424.17	PNISR	protein_coding
chr6:107901370|107924932	0.0695	exon	1.000	177.000	0.011	ENSG00000025796.14	SEC63	protein_coding
chr6:111387765|111392972	0.0695	exon	1.000	11.000	0.154	ENSG00000009413.16	REV3L	protein_coding
chr6:117503767|117503979	0.0695	exon	1.000	25.000	0.074	ENSG00000164465.19	DCBLD1	protein_coding
chr6:158583954|158589782	0.0695	exon	1.000	49.000	0.039	ENSG00000146433.10	TMEM181	protein_coding
chr6:161146524|161154310	0.0695	exon	1.000	44.000	0.043	ENSG00000026652.15	AGPAT4	protein_coding
chr6:167967626|167967851	0.0695	intron	1.000	18.000	0.100	ENSG00000130396.21	AFDN	protein_coding
chr7:856358|866067	0.0695	exon	1.000	95.000	0.021	ENSG00000164828.18	SUN1	protein_coding
chr7:6006635|6007941	0.1390	intron	2.000	2.000	0.667	ENSG00000122512.16	PMS2	protein_coding
chr7:10982372|10990847	0.1390	exon	2.000	110.000	0.035	ENSG00000106443.17	PHF14	protein_coding
chr7:26192066|26192300	0.0695	exon	1.000	4310.000	0.000	ENSG00000122566.22	HNRNPA2B1	protein_coding
chr7:26196878|26197017	0.1390	exon	2.000	5061.000	0.001	ENSG00000122566.22	HNRNPA2B1	protein_coding
chr7:32559290|32559464	0.0695	exon	1.000	35.000	0.054	ENSG00000105778.20	AVL9	protein_coding
chr7:65778284|65781412	0.0695	intron	1.000	1.000	0.667	ENSG00000224316.1	GTF2IP5	unprocessed_pseudogene
chr7:73476868|73478569	0.1390	exon	2.000	251.000	0.016	ENSG00000009954.11	BAZ1B	protein_coding
chr7:77749424|77758078	0.0695	intron	1.000	63.000	0.031	ENSG00000187257.16	RSBN1L	protein_coding
