circ_id	cpm	circ_type	bsj	fsj	junc_ratio	gene_id	gene_name	gene_type
chr1:1256992|1267992	0.0729	exon	2.000	14.000	0.222	ENSG00000160087.21	UBE2J2	protein_coding
chr1:1262170|1263386	0.0729	exon	2.000	6.000	0.400	ENSG00000160087.21	UBE2J2	protein_coding
chr1:1299345|1304143	0.0365	exon	1.000	24.000	0.077	ENSG00000131584.19	ACAP3	protein_coding
chr1:1337977|1341805	0.0365	exon	1.000	55.000	0.035	ENSG00000284372.1,ENSG00000107404.21	MIR6808,DVL1	miRNA,protein_coding
chr1:1337977|1342758	0.0729	exon	2.000	74.000	0.051	ENSG00000284372.1,ENSG00000107404.21	MIR6808,DVL1	miRNA,protein_coding
chr1:1387235|1398671	0.0365	exon	1.000	44.000	0.043	ENSG00000221978.13	CCNL2	protein_coding
chr1:1450681|1457180	0.0365	exon	1.000	0.000	1.000	ENSG00000215915.10	ATAD3C	protein_coding
chr1:1450681|1462708	0.0729	exon	2.000	0.000	1.000	ENSG00000215915.10	ATAD3C	protein_coding
chr1:1489204|1529331	0.1823	exon	5.000	29.000	0.256	ENSG00000284740.2,ENSG00000197785.14,ENSG00000160072.20	ENSG00000284740,ATAD3A,ATAD3B	transcribed_unprocessed_pseudogene,protein_coding,protein_coding
chr1:1490257|1490671	0.0365	exon	1.000	46.000	0.042	ENSG00000160072.20	ATAD3B	protein_coding
chr1:1534081|1534668	0.0365	exon	1.000	18.000	0.100	ENSG00000197785.14	ATAD3A	protein_coding
chr1:1561332|1564916	0.1459	exon	4.000	18.000	0.308	ENSG00000160075.12	SSU72	protein_coding
chr1:1668327|1739704	0.1823	exon	5.000	0.000	1.000	ENSG00000268575.1,ENSG00000189339.12,ENSG00000215790.8,ENSG00000008128.23	ENSG00000268575,SLC35E2B,SLC35E2A,CDK11A	lncRNA,protein_coding,transcribed_unprocessed_pseudogene,protein_coding
chr1:1734690|1739704	0.0729	exon	2.000	32.000	0.111	ENSG00000215790.8,ENSG00000268575.1	SLC35E2A,ENSG00000268575	transcribed_unprocessed_pseudogene,lncRNA
chr1:1761577|1762035	0.0365	intron	1.000	38.000	0.050	ENSG00000008130.15	NADK	protein_coding
chr1:1761952|1765446	0.0365	exon	1.000	57.000	0.034	ENSG00000008130.15	NADK	protein_coding
chr1:1787491|1852680	0.0365	intron	1.000	11.000	0.154	ENSG00000078369.18	GNB1	protein_coding
chr1:1789053|1790596	0.0365	exon	1.000	108.000	0.018	ENSG00000078369.18	GNB1	protein_coding
chr1:1789053|1793311	0.0365	exon	1.000	0.000	1.000	ENSG00000078369.18	GNB1	protein_coding
chr1:1789053|1806538	0.0365	exon	1.000	3.000	0.400	ENSG00000078369.18	GNB1	protein_coding
chr1:1790395|1793311	0.0365	exon	1.000	48.000	0.040	ENSG00000078369.18	GNB1	protein_coding
chr1:1804419|1806538	0.1094	exon	3.000	0.000	1.000	ENSG00000078369.18	GNB1	protein_coding
chr1:1804419|1817875	0.0729	exon	2.000	0.000	1.000	ENSG00000078369.18	GNB1	protein_coding
chr1:1804419|1825499	0.0729	exon	2.000	32.000	0.111	ENSG00000078369.18	GNB1	protein_coding
chr1:1804419|1839238	0.0729	exon	2.000	0.000	1.000	ENSG00000078369.18	GNB1	protein_coding
chr1:1806475|1825482	0.0729	exon	2.000	20.000	0.167	ENSG00000078369.18	GNB1	protein_coding
chr1:1806475|1839238	0.1459	exon	4.000	102.000	0.073	ENSG00000078369.18	GNB1	protein_coding
chr1:1815756|1817875	0.0365	exon	1.000	224.000	0.009	ENSG00000078369.18	GNB1	protein_coding
chr1:1815756|1825499	0.0365	exon	1.000	0.000	1.000	ENSG00000078369.18	GNB1	protein_coding
chr1:1815756|1839238	0.2553	exon	7.000	0.000	1.000	ENSG00000078369.18	GNB1	protein_coding
chr1:1825397|1853297	0.0729	intron	2.000	8.000	0.333	ENSG00000078369.18	GNB1	protein_coding
chr1:1890820|1942156	0.0729	exon	2.000	30.000	0.118	ENSG00000142609.20,ENSG00000078369.18,ENSG00000178821.13	CFAP74,GNB1,TMEM52	protein_coding,protein_coding,protein_coding
chr1:1927607|1942156	0.0365	exon	1.000	2.000	0.500	ENSG00000142609.20	CFAP74	protein_coding
chr1:2055441|2059591	0.1094	exon	3.000	24.000	0.200	ENSG00000067606.17	PRKCZ	protein_coding
chr1:2135262|2175313	0.0365	exon	1.000	16.000	0.111	ENSG00000067606.17	PRKCZ	protein_coding
chr1:2155995|2175313	0.0365	exon	1.000	21.000	0.087	ENSG00000067606.17	PRKCZ	protein_coding
chr1:2302978|2304585	0.1823	exon	5.000	36.000	0.217	ENSG00000157933.10	SKI	protein_coding
chr1:2302978|2308250	0.0365	exon	1.000	75.000	0.026	ENSG00000157933.10	SKI	protein_coding
chr1:2357432|2385897	0.0365	exon	1.000	10.000	0.167	ENSG00000116151.14,ENSG00000272420.1	MORN1,ENSG00000272420	protein_coding,lncRNA
chr1:2387419|2388337	0.1094	exon	3.000	15.000	0.286	ENSG00000116151.14	MORN1	protein_coding
chr1:2393270|2400935	0.0729	intron	2.000	34.000	0.105	ENSG00000157916.20	RER1	protein_coding
chr1:2395784|2397220	0.0365	exon	1.000	47.000	0.041	ENSG00000157916.20	RER1	protein_coding
chr1:2520723|2521800	0.0365	exon	1.000	57.000	0.034	ENSG00000157881.16	PANK4	protein_coding
chr1:3186125|3186474	0.1823	exon	5.000	25.000	0.286	ENSG00000142611.17	PRDM16	protein_coding
chr1:3411384|3431108	0.0365	exon	1.000	4.000	0.333	ENSG00000142611.17	PRDM16	protein_coding
chr1:3633398|3638822	0.0365	exon	1.000	26.000	0.071	ENSG00000116213.16	WRAP73	protein_coding
chr1:3682333|3707791	0.0729	exon	2.000	14.000	0.222	ENSG00000078900.15	TP73	protein_coding
chr1:3736926|3746186	0.0729	exon	2.000	63.000	0.060	ENSG00000227372.12	TP73-AS1	transcribed_unitary_pseudogene
chr1:3740233|3746186	0.2188	exon	6.000	17.000	0.414	ENSG00000227372.12	TP73-AS1	transcribed_unitary_pseudogene
chr1:3742804|3746186	0.0365	exon	1.000	46.000	0.042	ENSG00000227372.12	TP73-AS1	transcribed_unitary_pseudogene
chr1:3781512|3787310	0.1094	exon	3.000	51.000	0.105	ENSG00000130764.10	LRRC47	protein_coding
chr1:3816280|3834035	0.0365	exon	1.000	17.000	0.105	ENSG00000116198.14	CEP104	protein_coding
chr1:3823424|3852421	0.0365	exon	1.000	19.000	0.095	ENSG00000116198.14	CEP104	protein_coding
chr1:3837292|3848781	0.0365	exon	1.000	17.000	0.105	ENSG00000116198.14	CEP104	protein_coding
chr1:3865812|3872572	0.0365	exon	1.000	16.000	0.111	ENSG00000169598.17	DFFB	protein_coding
chr1:3872472|3883800	0.0365	exon	1.000	15.000	0.118	ENSG00000169598.17	DFFB	protein_coding
chr1:5828007|5828808	0.0365	intergenic	1.000	0.000	1.000	None	None	None
chr1:5863890|5986327	0.0729	exon	2.000	1.000	0.800	ENSG00000131697.18	NPHP4	protein_coding
chr1:5873252|5880239	0.2553	exon	7.000	7.000	0.667	ENSG00000131697.18	NPHP4	protein_coding
chr1:5873252|5933329	0.1094	exon	3.000	4.000	0.600	ENSG00000131697.18	NPHP4	protein_coding
chr1:5904617|5905780	0.0365	exon	1.000	25.000	0.074	ENSG00000131697.18	NPHP4	protein_coding
chr1:5904617|5907222	0.0365	exon	1.000	13.000	0.133	ENSG00000131697.18	NPHP4	protein_coding
chr1:5904617|5933329	0.1459	exon	4.000	12.000	0.400	ENSG00000131697.18	NPHP4	protein_coding
chr1:5904617|5952836	0.1094	exon	3.000	33.000	0.154	ENSG00000131697.18	NPHP4	protein_coding
chr1:5904617|5986327	0.1094	exon	3.000	22.000	0.214	ENSG00000131697.18	NPHP4	protein_coding
chr1:5927649|5933329	0.3647	exon	10.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5927649|5948251	0.0365	exon	1.000	7.000	0.222	ENSG00000131697.18	NPHP4	protein_coding
chr1:5927649|5952836	0.4376	exon	12.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5927649|5969259	0.0365	exon	1.000	98.000	0.020	ENSG00000131697.18	NPHP4	protein_coding
chr1:5927649|5986232	0.0729	exon	2.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5927649|5986327	0.2188	exon	6.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5933147|5969259	0.0365	exon	1.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5933147|5986327	0.0365	exon	1.000	67.000	0.029	ENSG00000131697.18	NPHP4	protein_coding
chr1:5947104|5952836	0.4376	exon	12.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5947104|5961949	0.2553	exon	7.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5947104|5986232	0.0365	exon	1.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5947104|5986327	0.2917	exon	8.000	53.000	0.232	ENSG00000131697.18	NPHP4	protein_coding
chr1:5952700|5969259	0.1094	exon	3.000	57.000	0.095	ENSG00000131697.18	NPHP4	protein_coding
chr1:5952700|5986327	0.0729	exon	2.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5961794|5967363	0.1094	exon	3.000	65.000	0.085	ENSG00000131697.18	NPHP4	protein_coding
chr1:5961794|5969259	0.0729	exon	2.000	39.000	0.093	ENSG00000131697.18	NPHP4	protein_coding
chr1:5961794|5986327	0.2188	exon	6.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5967299|5969259	0.2188	exon	6.000	63.000	0.160	ENSG00000131697.18	NPHP4	protein_coding
chr1:5967299|5978413	0.0365	exon	1.000	41.000	0.047	ENSG00000131697.18	NPHP4	protein_coding
chr1:5967299|5986232	0.0729	exon	2.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5967299|5986327	0.3282	exon	9.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5977439|5986327	0.0365	intron	1.000	2.000	0.500	ENSG00000131697.18	NPHP4	protein_coding
chr1:6231902|6233643	0.1459	exon	4.000	44.000	0.154	ENSG00000116237.16	ICMT	protein_coding
chr1:6281102|6294980	0.0365	exon	1.000	13.000	0.133	ENSG00000097021.20	ACOT7	protein_coding
chr1:6318492|6333568	0.0729	exon	2.000	40.000	0.091	ENSG00000097021.20	ACOT7	protein_coding
chr1:6333477|6349866	0.0365	exon	1.000	33.000	0.057	ENSG00000097021.20	ACOT7	protein_coding
chr1:6526696|6532079	0.0729	exon	2.000	77.000	0.049	ENSG00000162408.11	NOL9	protein_coding
chr1:6531968|6532760	0.0729	exon	2.000	84.000	0.045	ENSG00000162408.11	NOL9	protein_coding
chr1:6533280|6549698	0.0365	exon	1.000	63.000	0.031	ENSG00000162408.11	NOL9	protein_coding
chr1:6541830|6545180	0.0365	exon	1.000	84.000	0.023	ENSG00000162408.11	NOL9	protein_coding
chr1:6595485|6599452	0.0729	exon	2.000	68.000	0.056	ENSG00000162413.17	KLHL21	protein_coding
chr1:6619803|6620337	0.0365	exon	1.000	23.000	0.080	ENSG00000116273.6	PHF13	protein_coding
chr1:6628499|6632495	0.0729	exon	2.000	13.000	0.235	ENSG00000041988.16	THAP3	protein_coding
chr1:6667709|6681037	0.2188	exon	6.000	60.000	0.167	ENSG00000007923.17	DNAJC11	protein_coding
chr1:6796815|6825210	0.0365	intron	1.000	12.000	0.143	ENSG00000171735.19	CAMTA1	protein_coding
chr1:6806983|6825210	0.1823	exon	5.000	2.000	0.833	ENSG00000171735.19	CAMTA1	protein_coding
chr1:6808502|6888899	0.0365	intron	1.000	3.000	0.400	ENSG00000171735.19	CAMTA1	protein_coding
chr1:6820181|6825210	0.0365	exon	1.000	0.000	1.000	ENSG00000171735.19	CAMTA1	protein_coding
chr1:6820181|6888899	0.0729	intron	2.000	8.000	0.333	ENSG00000171735.19	CAMTA1	protein_coding
chr1:7777160|7778169	0.9846	exon	27.000	27.000	0.667	ENSG00000049245.13	VAMP3	protein_coding
chr1:7835762|7837149	0.0365	exon	1.000	0.000	1.000	ENSG00000049246.15	PER3	protein_coding
chr1:7962763|7985135	0.0365	exon	1.000	13.000	0.133	ENSG00000116288.13	PARK7	protein_coding
chr1:7977652|7985135	0.1094	exon	3.000	30.000	0.167	ENSG00000116288.13	PARK7	protein_coding
chr1:8465925|8541318	0.0365	exon	1.000	0.000	1.000	ENSG00000221083.1,ENSG00000142599.19	ENSG00000221083,RERE	snoRNA,protein_coding
chr1:8465925|8557523	0.0729	exon	2.000	0.000	1.000	ENSG00000221083.1,ENSG00000142599.19	ENSG00000221083,RERE	snoRNA,protein_coding
chr1:8495063|8508675	0.0365	exon	1.000	17.000	0.105	ENSG00000142599.19	RERE	protein_coding
chr1:8495063|8541318	0.0365	exon	1.000	82.000	0.024	ENSG00000221083.1,ENSG00000142599.19	ENSG00000221083,RERE	snoRNA,protein_coding
chr1:8495063|8557523	0.0365	exon	1.000	0.000	1.000	ENSG00000221083.1,ENSG00000142599.19	ENSG00000221083,RERE	snoRNA,protein_coding
chr1:8495063|8614686	0.0729	exon	2.000	0.000	1.000	ENSG00000221083.1,ENSG00000142599.19	ENSG00000221083,RERE	snoRNA,protein_coding
chr1:8508627|8656441	0.0365	exon	1.000	11.000	0.154	ENSG00000221083.1,ENSG00000142599.19	ENSG00000221083,RERE	snoRNA,protein_coding
chr1:8541214|8557523	0.4011	exon	11.000	3.000	0.880	ENSG00000142599.19	RERE	protein_coding
chr1:8541214|8557537	0.0365	intron	1.000	0.000	1.000	ENSG00000142599.19	RERE	protein_coding
chr1:8541214|8614686	0.1094	exon	3.000	21.000	0.222	ENSG00000142599.19	RERE	protein_coding
chr1:8614561|8624380	0.0365	exon	1.000	53.000	0.036	ENSG00000142599.19	RERE	protein_coding
chr1:8655973|8656441	0.1094	exon	3.000	1.000	0.857	ENSG00000142599.19	RERE	protein_coding
chr1:8790817|8792588	0.0365	intron	1.000	11.000	0.154	ENSG00000142599.19	RERE	protein_coding
chr1:9595890|9602272	0.0729	exon	2.000	66.000	0.057	ENSG00000188807.13	TMEM201	protein_coding
chr1:9730409|9733546	0.0365	exon	1.000	63.000	0.031	ENSG00000171603.18	CLSTN1	protein_coding
chr1:9740658|9741256	0.0729	intron	2.000	14.000	0.222	ENSG00000171603.18	CLSTN1	protein_coding
chr1:9743884|9751681	0.0365	exon	1.000	83.000	0.024	ENSG00000171603.18	CLSTN1	protein_coding
chr1:9871187|9877989	0.3647	exon	10.000	15.000	0.571	ENSG00000178585.15	CTNNBIP1	protein_coding
chr1:9871187|9942711	0.0365	exon	1.000	1.000	0.667	ENSG00000178585.15,ENSG00000162441.12	CTNNBIP1,LZIC	protein_coding,protein_coding
chr1:9922186|9934860	0.0365	exon	1.000	9.000	0.182	ENSG00000162441.12	LZIC	protein_coding
chr1:9931891|9934860	0.5105	exon	14.000	6.000	0.824	ENSG00000162441.12	LZIC	protein_coding
chr1:9972018|9981170	0.1459	exon	4.000	1.000	0.889	ENSG00000173614.14	NMNAT1	protein_coding
chr1:10095461|10105744	0.1459	exon	4.000	31.000	0.205	ENSG00000130939.20	UBE4B	protein_coding
chr1:10101108|10103092	0.1094	exon	3.000	44.000	0.120	ENSG00000130939.20	UBE4B	protein_coding
chr1:10102948|10158482	0.0365	exon	1.000	21.000	0.087	ENSG00000130939.20	UBE4B	protein_coding
chr1:10117459|10122076	0.0365	exon	1.000	1.000	0.667	ENSG00000130939.20	UBE4B	protein_coding
chr1:10117459|10130813	0.0729	exon	2.000	8.000	0.333	ENSG00000130939.20	UBE4B	protein_coding
chr1:10119513|10130813	0.0729	exon	2.000	21.000	0.160	ENSG00000130939.20	UBE4B	protein_coding
chr1:10126794|10151561	0.0365	exon	1.000	21.000	0.087	ENSG00000130939.20	UBE4B	protein_coding
chr1:10130500|10135186	0.0365	exon	1.000	25.000	0.074	ENSG00000130939.20	UBE4B	protein_coding
chr1:10134988|10137205	0.0365	exon	1.000	10.000	0.167	ENSG00000130939.20	UBE4B	protein_coding
chr1:10140604|10145039	0.0365	intron	1.000	13.000	0.133	ENSG00000130939.20	UBE4B	protein_coding
chr1:10144940|10151561	0.0729	exon	2.000	0.000	1.000	ENSG00000130939.20	UBE4B	protein_coding
chr1:10149184|10151561	0.0729	exon	2.000	2.000	0.667	ENSG00000130939.20	UBE4B	protein_coding
chr1:10232250|10278128	0.0365	exon	1.000	16.000	0.111	ENSG00000054523.19	KIF1B	protein_coding
chr1:10261905|10291161	0.0365	exon	1.000	9.000	0.182	ENSG00000054523.19	KIF1B	protein_coding
chr1:10267380|10268263	0.0365	exon	1.000	51.000	0.038	ENSG00000054523.19	KIF1B	protein_coding
chr1:10271502|10278128	0.0365	exon	1.000	16.000	0.111	ENSG00000054523.19	KIF1B	protein_coding
chr1:10291082|10297246	0.0365	exon	1.000	12.000	0.143	ENSG00000054523.19	KIF1B	protein_coding
chr1:10320043|10324895	0.0365	exon	1.000	37.000	0.051	ENSG00000054523.19	KIF1B	protein_coding
chr1:10320043|10337203	0.0365	exon	1.000	21.000	0.087	ENSG00000054523.19	KIF1B	protein_coding
chr1:10334520|10352736	0.0365	exon	1.000	3.000	0.400	ENSG00000054523.19	KIF1B	protein_coding
chr1:10339769|10352736	0.0365	exon	1.000	17.000	0.105	ENSG00000054523.19	KIF1B	protein_coding
chr1:10403071|10413251	0.0365	exon	1.000	67.000	0.029	ENSG00000142657.21	PGD	protein_coding
chr1:10411418|10413251	0.0365	exon	1.000	40.000	0.048	ENSG00000142657.21	PGD	protein_coding
chr1:10433842|10440413	0.0365	exon	1.000	0.000	1.000	ENSG00000175279.22,ENSG00000251503.8	CENPS,CENPS-CORT	protein_coding,protein_coding
chr1:10467190|10469338	0.1823	exon	5.000	85.000	0.105	ENSG00000160049.12	DFFA	protein_coding
chr1:10536213|10599366	0.1094	exon	3.000	34.000	0.150	ENSG00000142655.13	PEX14	protein_coding
chr1:10536213|10605961	0.0365	intron	1.000	0.000	1.000	ENSG00000142655.13	PEX14	protein_coding
chr1:11016844|11020599	0.0729	exon	2.000	53.000	0.070	ENSG00000120948.19	TARDBP	protein_coding
chr1:11018733|11020599	0.0365	exon	1.000	144.000	0.014	ENSG00000120948.19	TARDBP	protein_coding
chr1:11066529|11076948	0.0365	intron	1.000	0.000	1.000	ENSG00000171824.14	EXOSC10	protein_coding
chr1:11070900|11076948	0.0365	exon	1.000	7.000	0.222	ENSG00000171824.14	EXOSC10	protein_coding
chr1:11073934|11074326	0.0365	exon	1.000	34.000	0.056	ENSG00000171824.14	EXOSC10	protein_coding
chr1:11073934|11076948	0.0365	exon	1.000	45.000	0.043	ENSG00000171824.14	EXOSC10	protein_coding
chr1:11077330|11077651	0.0729	exon	2.000	18.000	0.182	ENSG00000171824.14	EXOSC10	protein_coding
chr1:11117004|11133197	0.0365	exon	1.000	11.000	0.154	ENSG00000198793.13	MTOR	protein_coding
chr1:11121246|11122126	0.0729	exon	2.000	18.000	0.182	ENSG00000198793.13	MTOR	protein_coding
chr1:11157152|11167517	0.0365	exon	1.000	62.000	0.031	ENSG00000198793.13	MTOR	protein_coding
chr1:11232436|11234265	0.0365	exon	1.000	45.000	0.043	ENSG00000198793.13	MTOR	protein_coding
chr1:11232436|11259423	0.0729	exon	2.000	112.000	0.034	ENSG00000198793.13	MTOR	protein_coding
chr1:11240303|11243300	0.0365	exon	1.000	147.000	0.013	ENSG00000198793.13	MTOR	protein_coding
chr1:11819488|11824553	0.0365	exon	1.000	11.000	0.154	ENSG00000011021.23	CLCN6	protein_coding
chr1:11823707|11827221	0.0365	exon	1.000	19.000	0.095	ENSG00000011021.23	CLCN6	protein_coding
chr1:11947976|11972997	0.0729	exon	2.000	23.000	0.148	ENSG00000083444.17	PLOD1	protein_coding
chr1:11963532|11972997	0.0365	exon	1.000	27.000	0.069	ENSG00000083444.17	PLOD1	protein_coding
chr1:11989165|11992690	0.0729	exon	2.000	70.000	0.054	ENSG00000116688.18	MFN2	protein_coding
chr1:11989165|11997421	0.0365	exon	1.000	154.000	0.013	ENSG00000116688.18	MFN2	protein_coding
chr1:12001401|12002056	0.0365	exon	1.000	106.000	0.019	ENSG00000116688.18	MFN2	protein_coding
chr1:12001401|12002103	0.8387	exon	23.000	25.000	0.648	ENSG00000116688.18	MFN2	protein_coding
chr1:12005711|12009726	0.0729	exon	2.000	95.000	0.040	ENSG00000116688.18	MFN2	protein_coding
chr1:12270994|12278038	0.0365	exon	1.000	48.000	0.040	ENSG00000048707.15	VPS13D	protein_coding
chr1:12299202|12304728	0.0365	exon	1.000	28.000	0.067	ENSG00000048707.15	VPS13D	protein_coding
chr1:12299202|12308641	0.1823	exon	5.000	29.000	0.256	ENSG00000048707.15	VPS13D	protein_coding
chr1:12299202|12323780	0.0365	exon	1.000	41.000	0.047	ENSG00000048707.15	VPS13D	protein_coding
chr1:12304506|12311925	0.0365	exon	1.000	33.000	0.057	ENSG00000048707.15	VPS13D	protein_coding
chr1:12318072|12321964	0.0365	exon	1.000	41.000	0.047	ENSG00000048707.15	VPS13D	protein_coding
chr1:12322536|12329918	0.0365	exon	1.000	27.000	0.069	ENSG00000048707.15	VPS13D	protein_coding
chr1:12362720|12386334	0.0365	exon	1.000	11.000	0.154	ENSG00000048707.15	VPS13D	protein_coding
chr1:12400181|12416827	0.0365	exon	1.000	21.000	0.087	ENSG00000048707.15	VPS13D	protein_coding
chr1:12415087|12416827	0.0729	exon	2.000	7.000	0.364	ENSG00000048707.15	VPS13D	protein_coding
chr1:12455998|12460396	0.0729	exon	2.000	1.000	0.800	ENSG00000048707.15	VPS13D	protein_coding
chr1:12572728|12617303	0.0365	exon	1.000	5.000	0.286	ENSG00000162496.9,ENSG00000276830.1	DHRS3,MIR6730	protein_coding,miRNA
chr1:13607173|13610516	0.1094	exon	3.000	3.000	0.667	ENSG00000162493.17	PDPN	protein_coding
chr1:13610387|13614411	0.0365	exon	1.000	8.000	0.200	ENSG00000162493.17	PDPN	protein_coding
chr1:13715541|13742157	0.0365	exon	1.000	28.000	0.067	ENSG00000116731.23	PRDM2	protein_coding
chr1:13715541|13749487	0.0729	exon	2.000	9.000	0.308	ENSG00000116731.23	PRDM2	protein_coding
chr1:13731000|13742157	0.8752	exon	24.000	13.000	0.787	ENSG00000116731.23	PRDM2	protein_coding
chr1:13731000|13749487	0.3282	exon	9.000	0.000	1.000	ENSG00000116731.23	PRDM2	protein_coding
chr1:13731000|13750486	0.0365	intron	1.000	3.000	0.400	ENSG00000116731.23	PRDM2	protein_coding
chr1:13749361|13750597	0.0365	intron	1.000	3.000	0.400	ENSG00000116731.23	PRDM2	protein_coding
chr1:13769118|13782831	0.0365	exon	1.000	3.000	0.400	ENSG00000116731.23	PRDM2	protein_coding
chr1:13773078|13782831	0.2553	exon	7.000	6.000	0.700	ENSG00000116731.23	PRDM2	protein_coding
chr1:13778418|13782831	0.2553	exon	7.000	13.000	0.519	ENSG00000116731.23	PRDM2	protein_coding
chr1:13891786|13893756	0.0365	intron	1.000	0.000	1.000	ENSG00000189337.17	KAZN	protein_coding
chr1:15034749|15044159	0.0365	exon	1.000	25.000	0.074	ENSG00000189337.17	KAZN	protein_coding
chr1:15210490|15215431	0.0365	exon	1.000	7.000	0.222	ENSG00000171729.14	TMEM51	protein_coding
chr1:15272323|15289666	0.0365	exon	1.000	3.000	0.400	ENSG00000142621.21	FHAD1	protein_coding
chr1:15529088|15536814	0.0365	exon	1.000	23.000	0.080	ENSG00000116138.13	DNAJC16	protein_coding
chr1:15534237|15536814	0.0365	exon	1.000	0.000	1.000	ENSG00000116138.13	DNAJC16	protein_coding
chr1:15534237|15548428	0.0365	exon	1.000	24.000	0.077	ENSG00000251866.1,ENSG00000116138.13	SCARNA21B,DNAJC16	scaRNA,protein_coding
chr1:15626669|15643650	0.0729	exon	2.000	26.000	0.133	ENSG00000197312.12	DDI2	protein_coding
chr1:15630325|15643650	0.0729	exon	2.000	0.000	1.000	ENSG00000197312.12	DDI2	protein_coding
chr1:15630325|15651895	0.0365	exon	1.000	36.000	0.053	ENSG00000197312.12	DDI2	protein_coding
chr1:15638307|15643650	0.1459	exon	4.000	0.000	1.000	ENSG00000197312.12	DDI2	protein_coding
chr1:15638307|15651895	0.0365	exon	1.000	73.000	0.027	ENSG00000197312.12	DDI2	protein_coding
chr1:15643522|15649823	0.0365	exon	1.000	76.000	0.026	ENSG00000197312.12	DDI2	protein_coding
chr1:15649720|15651895	0.0365	exon	1.000	15.000	0.118	ENSG00000197312.12	DDI2	protein_coding
chr1:15717893|15721388	0.2553	exon	7.000	48.000	0.226	ENSG00000116786.13	PLEKHM2	protein_coding
chr1:15768528|15777287	0.1094	exon	3.000	9.000	0.400	ENSG00000162458.13	FBLIM1	protein_coding
chr1:15867879|15876678	0.0365	exon	1.000	30.000	0.062	ENSG00000065526.12	SPEN	protein_coding
chr1:15872816|15874395	0.1094	exon	3.000	110.000	0.052	ENSG00000065526.12	SPEN	protein_coding
chr1:15872816|15876678	1.9328	exon	53.000	0.000	1.000	ENSG00000065526.12	SPEN	protein_coding
chr1:15872816|15909481	0.0365	exon	1.000	4.000	0.333	ENSG00000065526.12	SPEN	protein_coding
chr1:15872816|15916279	0.0365	exon	1.000	49.000	0.039	ENSG00000065526.12	SPEN	protein_coding
