circ_id	cpm	circ_type	bsj	fsj	junc_ratio	gene_id	gene_name	gene_type
chr1:10129392|10137205	0.0967	exon	2.000	8.000	0.333	ENSG00000130939.20	UBE4B	protein_coding
chr1:10132369|10137205	0.0967	exon	2.000	1.000	0.800	ENSG00000130939.20	UBE4B	protein_coding
chr1:10134988|10137205	0.0967	exon	2.000	8.000	0.333	ENSG00000130939.20	UBE4B	protein_coding
chr1:10149184|10161286	0.0484	exon	1.000	9.000	0.182	ENSG00000130939.20	UBE4B	protein_coding
chr1:10256247|10261970	0.0484	exon	1.000	15.000	0.118	ENSG00000054523.19	KIF1B	protein_coding
chr1:10267380|10268263	0.0484	exon	1.000	34.000	0.056	ENSG00000054523.19	KIF1B	protein_coding
chr1:10292047|10297246	0.0484	exon	1.000	18.000	0.100	ENSG00000054523.19	KIF1B	protein_coding
chr1:10320043|10324895	0.1935	exon	4.000	14.000	0.364	ENSG00000054523.19	KIF1B	protein_coding
chr1:10320043|10343287	0.0484	exon	1.000	0.000	1.000	ENSG00000054523.19	KIF1B	protein_coding
chr1:10345845|10348733	0.0967	exon	2.000	8.000	0.333	ENSG00000054523.19	KIF1B	protein_coding
chr1:10363283|10371262	0.0484	exon	1.000	9.000	0.182	ENSG00000054523.19	KIF1B	protein_coding
chr1:10467190|10469338	0.0967	exon	2.000	62.000	0.061	ENSG00000160049.12	DFFA	protein_coding
chr1:11013716|11023329	0.0967	exon	2.000	43.000	0.085	ENSG00000120948.19	TARDBP	protein_coding
chr1:11023193|11025208	0.0484	exon	1.000	12.000	0.143	ENSG00000120948.19	TARDBP	protein_coding
chr1:11066529|11066748	0.0484	intron	1.000	0.000	1.000	ENSG00000171824.14	EXOSC10	protein_coding
chr1:11070900|11076948	0.1935	exon	4.000	12.000	0.400	ENSG00000171824.14	EXOSC10	protein_coding
chr1:11121246|11122126	0.1935	exon	4.000	8.000	0.500	ENSG00000198793.13	MTOR	protein_coding
chr1:11124498|11133197	0.1935	exon	4.000	24.000	0.250	ENSG00000198793.13	MTOR	protein_coding
chr1:11199258|11216234	0.0484	exon	1.000	50.000	0.038	ENSG00000198793.13	MTOR	protein_coding
chr1:11199258|11234265	0.0967	exon	2.000	53.000	0.070	ENSG00000198793.13	MTOR	protein_coding
chr1:11956917|11958647	0.0484	exon	1.000	35.000	0.054	ENSG00000083444.17	PLOD1	protein_coding
chr1:11989165|11992690	0.0484	exon	1.000	113.000	0.017	ENSG00000116688.18	MFN2	protein_coding
chr1:12001401|12002103	0.6289	exon	13.000	128.000	0.169	ENSG00000116688.18	MFN2	protein_coding
chr1:12290998|12308641	0.0484	exon	1.000	13.000	0.133	ENSG00000048707.15	VPS13D	protein_coding
chr1:12293524|12299384	0.0967	exon	2.000	40.000	0.091	ENSG00000048707.15	VPS13D	protein_coding
chr1:12299202|12304728	0.0967	exon	2.000	21.000	0.160	ENSG00000048707.15	VPS13D	protein_coding
chr1:12299202|12308641	0.0967	exon	2.000	19.000	0.174	ENSG00000048707.15	VPS13D	protein_coding
chr1:12299202|12322746	0.0484	exon	1.000	0.000	1.000	ENSG00000048707.15	VPS13D	protein_coding
chr1:12321809|12322746	0.0484	exon	1.000	21.000	0.087	ENSG00000048707.15	VPS13D	protein_coding
chr1:12400181|12403973	0.0484	exon	1.000	6.000	0.250	ENSG00000048707.15	VPS13D	protein_coding
chr1:12400181|12416827	0.0484	exon	1.000	21.000	0.087	ENSG00000048707.15	VPS13D	protein_coding
chr1:12578718|12579412	0.0967	exon	2.000	2.000	0.667	ENSG00000162496.9,ENSG00000276830.1	DHRS3,MIR6730	protein_coding,miRNA
chr1:13715541|13749487	0.0484	exon	1.000	0.000	1.000	ENSG00000116731.23	PRDM2	protein_coding
chr1:13731000|13742157	0.2902	exon	6.000	2.000	0.857	ENSG00000116731.23	PRDM2	protein_coding
chr1:13731000|13749487	0.5321	exon	11.000	6.000	0.786	ENSG00000116731.23	PRDM2	protein_coding
chr1:13769118|13782831	0.0484	exon	1.000	4.000	0.333	ENSG00000116731.23	PRDM2	protein_coding
chr1:13773078|13782831	0.0484	exon	1.000	4.000	0.333	ENSG00000116731.23	PRDM2	protein_coding
chr1:13778418|13782831	0.1451	exon	3.000	10.000	0.375	ENSG00000116731.23	PRDM2	protein_coding
chr1:15534237|15548428	0.0484	exon	1.000	10.000	0.167	ENSG00000251866.1,ENSG00000116138.13	SCARNA21B,DNAJC16	scaRNA,protein_coding
chr1:15536475|15548428	0.0967	exon	2.000	5.000	0.444	ENSG00000251866.1,ENSG00000116138.13	SCARNA21B,DNAJC16	scaRNA,protein_coding
chr1:15626669|15643650	0.0484	exon	1.000	2.000	0.500	ENSG00000197312.12	DDI2	protein_coding
chr1:15630325|15651895	0.0967	exon	2.000	66.000	0.057	ENSG00000197312.12	DDI2	protein_coding
chr1:15638307|15649823	0.0967	exon	2.000	58.000	0.065	ENSG00000197312.12	DDI2	protein_coding
chr1:15649720|15651895	0.0967	exon	2.000	13.000	0.235	ENSG00000197312.12	DDI2	protein_coding
chr1:15717893|15721388	0.2419	exon	5.000	29.000	0.256	ENSG00000116786.13	PLEKHM2	protein_coding
chr1:15719734|15721388	0.0484	exon	1.000	38.000	0.050	ENSG00000116786.13	PLEKHM2	protein_coding
chr1:15764493|15770578	0.0484	exon	1.000	7.000	0.222	ENSG00000162458.13	FBLIM1	protein_coding
chr1:15867879|15909481	0.0484	exon	1.000	56.000	0.034	ENSG00000065526.12	SPEN	protein_coding
chr1:15872816|15876678	1.6931	exon	35.000	84.000	0.455	ENSG00000065526.12	SPEN	protein_coding
chr1:15909321|15922349	0.1935	exon	4.000	77.000	0.094	ENSG00000065526.12	SPEN	protein_coding
chr1:15911101|15916279	0.0967	exon	2.000	1.000	0.800	ENSG00000065526.12	SPEN	protein_coding
chr1:15916128|15922349	0.1451	exon	3.000	46.000	0.115	ENSG00000065526.12	SPEN	protein_coding
chr1:15937163|15938006	0.4837	exon	10.000	58.000	0.256	ENSG00000065526.12	SPEN	protein_coding
chr1:15937163|15938025	0.0484	intron	1.000	2.000	0.500	ENSG00000065526.12	SPEN	protein_coding
chr1:16201782|16202574	0.0967	exon	2.000	2.000	0.667	ENSG00000142632.17	ARHGEF19	protein_coding
chr1:16288548|16294917	0.0967	intron	2.000	6.000	0.400	ENSG00000037637.11	FBXO42	protein_coding
chr1:16294783|16316571	0.0484	intron	1.000	9.000	0.182	ENSG00000037637.11	FBXO42	protein_coding
chr1:16305803|16315435	0.0484	exon	1.000	11.000	0.154	ENSG00000037637.11	FBXO42	protein_coding
chr1:16305803|16316727	0.0967	intron	2.000	2.000	0.667	ENSG00000037637.11	FBXO42	protein_coding
chr1:16305803|16328781	0.0484	intron	1.000	0.000	1.000	ENSG00000037637.11	FBXO42	protein_coding
chr1:16447870|16452015	0.0484	exon	1.000	14.000	0.125	ENSG00000157191.20	NECAP2	protein_coding
chr1:16486426|16486661	0.0967	exon	2.000	10.000	0.286	ENSG00000080947.15	CROCCP3	transcribed_unprocessed_pseudogene
chr1:16625775|16633346	0.0484	exon	1.000	24.000	0.077	ENSG00000215908.10	CROCCP2	transcribed_unprocessed_pseudogene
chr1:17005374|17005778	0.1935	exon	4.000	55.000	0.127	ENSG00000159363.19,ENSG00000288636.1	ATP13A2,ENSG00000288636	protein_coding,protein_coding
chr1:17022608|17024074	0.0967	exon	2.000	8.000	0.333	ENSG00000117118.10	SDHB	protein_coding
chr1:17022608|17028736	0.0967	exon	2.000	8.000	0.333	ENSG00000117118.10	SDHB	protein_coding
chr1:17580553|17588479	0.0967	exon	2.000	7.000	0.364	ENSG00000074964.17	ARHGEF10L	protein_coding
chr1:17654636|17656708	0.0484	exon	1.000	1.000	0.667	ENSG00000074964.17	ARHGEF10L	protein_coding
chr1:19172864|19175033	0.0484	exon	1.000	44.000	0.043	ENSG00000127481.15	UBR4	protein_coding
chr1:19176592|19179220	0.0484	exon	1.000	61.000	0.032	ENSG00000127481.15	UBR4	protein_coding
chr1:19183811|19185286	0.0967	exon	2.000	151.000	0.026	ENSG00000127481.15	UBR4	protein_coding
chr1:19183811|19187540	0.1451	exon	3.000	45.000	0.118	ENSG00000127481.15	UBR4	protein_coding
chr1:19192188|19192540	0.0484	exon	1.000	3.000	0.400	ENSG00000127481.15	UBR4	protein_coding
chr1:19193433|19197265	0.0484	exon	1.000	101.000	0.019	ENSG00000127481.15	UBR4	protein_coding
chr1:19243614|19244015	0.0967	exon	2.000	63.000	0.060	ENSG00000127463.16	EMC1	protein_coding
chr1:19344358|19419750	0.0484	exon	1.000	18.000	0.100	ENSG00000077549.19	CAPZB	protein_coding
chr1:20655440|20655779	0.0484	exon	1.000	92.000	0.021	ENSG00000244038.11	DDOST	protein_coding
chr1:20670421|20687944	0.0484	exon	1.000	2.000	0.500	ENSG00000117245.13	KIF17	protein_coding
chr1:20682653|20690335	0.0967	exon	2.000	4.000	0.500	ENSG00000117245.13	KIF17	protein_coding
chr1:20747544|20749975	0.0484	exon	1.000	19.000	0.095	ENSG00000127483.19	HP1BP3	protein_coding
chr1:20749723|20773610	0.1451	exon	3.000	16.000	0.273	ENSG00000127483.19	HP1BP3	protein_coding
chr1:20757166|20773610	0.1451	exon	3.000	48.000	0.111	ENSG00000127483.19	HP1BP3	protein_coding
chr1:20757166|20780540	0.0484	exon	1.000	8.000	0.200	ENSG00000127483.19	HP1BP3	protein_coding
chr1:20770930|20773610	0.0484	exon	1.000	19.000	0.095	ENSG00000127483.19	HP1BP3	protein_coding
chr1:20775724|20776005	0.0967	exon	2.000	19.000	0.174	ENSG00000127483.19	HP1BP3	protein_coding
chr1:20825100|20829272	0.0484	exon	1.000	15.000	0.118	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20840856|20886371	0.0967	exon	2.000	1.000	0.800	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20892619|20895501	0.0484	exon	1.000	11.000	0.154	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20892619|20904971	0.0967	exon	2.000	6.000	0.400	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20893517|20904971	0.0484	exon	1.000	0.000	1.000	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20893517|20942330	0.2902	exon	6.000	1.000	0.923	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20899697|20899943	0.0484	exon	1.000	8.000	0.200	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20941259|20942330	0.0484	exon	1.000	0.000	1.000	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20941259|20950111	0.0967	exon	2.000	13.000	0.235	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20950003|21111383	0.0484	exon	1.000	23.000	0.080	ENSG00000221808.1,ENSG00000233072.1,ENSG00000075151.24,ENSG00000236073.2	MIR1256,RPS15AP6,EIF4G3,ENSG00000236073	miRNA,processed_pseudogene,protein_coding,processed_pseudogene
chr1:20969474|20981227	0.8707	exon	18.000	0.000	1.000	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20969474|21002808	0.3386	exon	7.000	110.000	0.113	ENSG00000221808.1,ENSG00000075151.24	MIR1256,EIF4G3	miRNA,protein_coding
chr1:20969474|21111383	0.0967	exon	2.000	0.000	1.000	ENSG00000221808.1,ENSG00000233072.1,ENSG00000075151.24,ENSG00000236073.2	MIR1256,RPS15AP6,EIF4G3,ENSG00000236073	miRNA,processed_pseudogene,protein_coding,processed_pseudogene
chr1:20973002|21111383	0.0484	exon	1.000	7.000	0.222	ENSG00000221808.1,ENSG00000233072.1,ENSG00000075151.24,ENSG00000236073.2	MIR1256,RPS15AP6,EIF4G3,ENSG00000236073	miRNA,processed_pseudogene,protein_coding,processed_pseudogene
chr1:20980334|20981227	0.0967	exon	2.000	49.000	0.075	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20980334|21002808	0.0967	exon	2.000	0.000	1.000	ENSG00000221808.1,ENSG00000075151.24	MIR1256,EIF4G3	miRNA,protein_coding
chr1:20980334|21111383	0.0484	exon	1.000	59.000	0.033	ENSG00000221808.1,ENSG00000233072.1,ENSG00000075151.24,ENSG00000236073.2	MIR1256,RPS15AP6,EIF4G3,ENSG00000236073	miRNA,processed_pseudogene,protein_coding,processed_pseudogene
chr1:20981048|21001312	0.0484	exon	1.000	25.000	0.074	ENSG00000221808.1,ENSG00000075151.24	MIR1256,EIF4G3	miRNA,protein_coding
chr1:21001199|21002808	0.2419	exon	5.000	0.000	1.000	ENSG00000075151.24	EIF4G3	protein_coding
chr1:21001199|21050994	0.0484	exon	1.000	42.000	0.045	ENSG00000233072.1,ENSG00000075151.24	RPS15AP6,EIF4G3	processed_pseudogene,protein_coding
chr1:21002713|21050994	0.0484	exon	1.000	0.000	1.000	ENSG00000233072.1,ENSG00000075151.24	RPS15AP6,EIF4G3	processed_pseudogene,protein_coding
chr1:21002713|21111383	0.1451	exon	3.000	14.000	0.300	ENSG00000233072.1,ENSG00000075151.24,ENSG00000236073.2	RPS15AP6,EIF4G3,ENSG00000236073	processed_pseudogene,protein_coding,processed_pseudogene
chr1:21046959|21050994	0.0484	intron	1.000	0.000	1.000	ENSG00000075151.24	EIF4G3	protein_coding
chr1:21046959|21089213	0.0484	intron	1.000	63.000	0.031	ENSG00000075151.24,ENSG00000236073.2	EIF4G3,ENSG00000236073	protein_coding,processed_pseudogene
chr1:21050866|21089213	0.3870	exon	8.000	4.000	0.800	ENSG00000075151.24,ENSG00000236073.2	EIF4G3,ENSG00000236073	protein_coding,processed_pseudogene
chr1:21050866|21111383	0.2419	exon	5.000	0.000	1.000	ENSG00000075151.24,ENSG00000236073.2	EIF4G3,ENSG00000236073	protein_coding,processed_pseudogene
chr1:21059725|21111383	0.0484	intron	1.000	3.000	0.400	ENSG00000075151.24,ENSG00000236073.2	EIF4G3,ENSG00000236073	protein_coding,processed_pseudogene
chr1:21089138|21111383	0.1935	exon	4.000	0.000	1.000	ENSG00000075151.24	EIF4G3	protein_coding
chr1:21221747|21228041	0.0484	exon	1.000	19.000	0.095	ENSG00000117298.16	ECE1	protein_coding
chr1:21272699|21290156	0.4354	exon	9.000	31.000	0.367	ENSG00000117298.16	ECE1	protein_coding
chr1:21680808|21695221	0.0484	exon	1.000	3.000	0.400	ENSG00000090686.16	USP48	protein_coding
chr1:21701498|21703618	0.1451	exon	3.000	7.000	0.462	ENSG00000090686.16	USP48	protein_coding
chr1:21701498|21721764	0.0484	exon	1.000	11.000	0.154	ENSG00000090686.16	USP48	protein_coding
chr1:21721036|21721764	0.0967	exon	2.000	0.000	1.000	ENSG00000090686.16	USP48	protein_coding
chr1:21721036|21729832	0.0967	exon	2.000	10.000	0.286	ENSG00000090686.16	USP48	protein_coding
chr1:21748138|21751615	0.0967	exon	2.000	12.000	0.250	ENSG00000090686.16	USP48	protein_coding
chr1:21748138|21753119	0.0484	exon	1.000	18.000	0.100	ENSG00000090686.16	USP48	protein_coding
chr1:21778066|21778891	0.0484	intron	1.000	1.000	0.667	ENSG00000090686.16	USP48	protein_coding
chr1:22078429|22094136	0.0484	exon	1.000	1.000	0.667	ENSG00000070831.17	CDC42	protein_coding
chr1:22489880|22491533	0.4354	exon	9.000	31.000	0.367	ENSG00000184677.18	ZBTB40	protein_coding
chr1:22586480|22596173	0.0484	exon	1.000	0.000	1.000	ENSG00000070886.12	EPHA8	protein_coding
chr1:22864877|22882483	0.0484	exon	1.000	7.000	0.222	ENSG00000133216.17	EPHB2	protein_coding
chr1:23030469|23050520	0.2419	exon	5.000	12.000	0.455	ENSG00000004487.18,ENSG00000263793.1	KDM1A,MIR3115	protein_coding,miRNA
chr1:23030469|23059167	0.0967	exon	2.000	0.000	1.000	ENSG00000004487.18,ENSG00000263793.1	KDM1A,MIR3115	protein_coding,miRNA
chr1:23044427|23059167	0.0484	exon	1.000	5.000	0.286	ENSG00000004487.18	KDM1A	protein_coding
chr1:23050387|23057565	0.0484	exon	1.000	26.000	0.071	ENSG00000004487.18	KDM1A	protein_coding
chr1:23050387|23059167	0.2902	exon	6.000	58.000	0.171	ENSG00000004487.18	KDM1A	protein_coding
chr1:23053761|23059167	0.0484	exon	1.000	33.000	0.057	ENSG00000004487.18	KDM1A	protein_coding
chr1:23071225|23072197	0.1451	exon	3.000	25.000	0.194	ENSG00000004487.18	KDM1A	protein_coding
chr1:23333518|23341020	0.0484	exon	1.000	44.000	0.043	ENSG00000125944.21	HNRNPR	protein_coding
