circ_id	cpm	circ_type	bsj	fsj	junc_ratio	gene_id	gene_name	gene_type
chr1:1561332|1564916	0.0483	exon	1.000	9.000	0.182	ENSG00000160075.12	SSU72	protein_coding
chr1:1668327|1671629	0.0483	exon	1.000	27.000	0.069	ENSG00000189339.12	SLC35E2B	protein_coding
chr1:1668327|1739704	0.3380	exon	7.000	18.000	0.438	ENSG00000268575.1,ENSG00000189339.12,ENSG00000215790.8,ENSG00000008128.23	ENSG00000268575,SLC35E2B,SLC35E2A,CDK11A	lncRNA,protein_coding,transcribed_unprocessed_pseudogene,protein_coding
chr1:1734690|1739704	0.1931	exon	4.000	13.000	0.381	ENSG00000215790.8,ENSG00000268575.1	SLC35E2A,ENSG00000268575	transcribed_unprocessed_pseudogene,lncRNA
chr1:1756258|1765446	0.0483	exon	1.000	22.000	0.083	ENSG00000008130.15	NADK	protein_coding
chr1:1789053|1790596	0.0966	exon	2.000	64.000	0.059	ENSG00000078369.18	GNB1	protein_coding
chr1:1804419|1806538	0.0483	exon	1.000	21.000	0.087	ENSG00000078369.18	GNB1	protein_coding
chr1:1804419|1817875	0.0483	exon	1.000	55.000	0.035	ENSG00000078369.18	GNB1	protein_coding
chr1:1806475|1825499	0.0966	exon	2.000	37.000	0.098	ENSG00000078369.18	GNB1	protein_coding
chr1:1815756|1825499	0.1931	exon	4.000	0.000	1.000	ENSG00000078369.18	GNB1	protein_coding
chr1:1815756|1839238	0.4828	exon	10.000	11.000	0.645	ENSG00000078369.18	GNB1	protein_coding
chr1:1815756|1853297	0.0483	intron	1.000	73.000	0.027	ENSG00000078369.18	GNB1	protein_coding
chr1:2055441|2059591	0.0966	exon	2.000	9.000	0.308	ENSG00000067606.17	PRKCZ	protein_coding
chr1:2135262|2150978	0.0966	exon	2.000	18.000	0.182	ENSG00000067606.17	PRKCZ	protein_coding
chr1:2135262|2156092	0.0483	exon	1.000	0.000	1.000	ENSG00000067606.17	PRKCZ	protein_coding
chr1:2144210|2156092	0.0966	exon	2.000	5.000	0.444	ENSG00000067606.17	PRKCZ	protein_coding
chr1:2146027|2150978	0.0966	exon	2.000	5.000	0.444	ENSG00000067606.17	PRKCZ	protein_coding
chr1:2169518|2174016	0.0483	exon	1.000	7.000	0.222	ENSG00000067606.17	PRKCZ	protein_coding
chr1:2302978|2304585	0.1448	exon	3.000	46.000	0.115	ENSG00000157933.10	SKI	protein_coding
chr1:2384978|2390323	0.0483	intron	1.000	24.000	0.077	ENSG00000116151.14	MORN1	protein_coding
chr1:2393270|2403589	0.0483	intron	1.000	22.000	0.083	ENSG00000157916.20	RER1	protein_coding
chr1:2406338|2410718	0.0483	intron	1.000	8.000	0.200	ENSG00000157911.11	PEX10	protein_coding
chr1:3736926|3746186	0.0483	exon	1.000	1.000	0.667	ENSG00000227372.12	TP73-AS1	transcribed_unitary_pseudogene
chr1:3738223|3746186	0.0483	exon	1.000	22.000	0.083	ENSG00000227372.12	TP73-AS1	transcribed_unitary_pseudogene
chr1:3740233|3746186	0.0966	exon	2.000	16.000	0.200	ENSG00000227372.12	TP73-AS1	transcribed_unitary_pseudogene
chr1:3742804|3746186	0.0966	exon	2.000	23.000	0.148	ENSG00000227372.12	TP73-AS1	transcribed_unitary_pseudogene
chr1:3781184|3785203	0.0483	exon	1.000	48.000	0.040	ENSG00000130764.10	LRRC47	protein_coding
chr1:3782661|3784111	0.0483	exon	1.000	15.000	0.118	ENSG00000130764.10	LRRC47	protein_coding
chr1:3837292|3845351	0.0483	exon	1.000	6.000	0.250	ENSG00000116198.14	CEP104	protein_coding
chr1:3867974|3883800	0.0483	exon	1.000	12.000	0.143	ENSG00000169598.17	DFFB	protein_coding
chr1:5873252|5880239	0.2897	exon	6.000	1.000	0.923	ENSG00000131697.18	NPHP4	protein_coding
chr1:5887286|5933329	0.0483	exon	1.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5887286|5948251	0.0483	exon	1.000	8.000	0.200	ENSG00000131697.18	NPHP4	protein_coding
chr1:5887286|5952836	0.0483	exon	1.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5904617|5933329	0.0483	exon	1.000	2.000	0.500	ENSG00000131697.18	NPHP4	protein_coding
chr1:5904617|5952836	0.1931	exon	4.000	21.000	0.276	ENSG00000131697.18	NPHP4	protein_coding
chr1:5904617|5986327	0.0483	exon	1.000	22.000	0.083	ENSG00000131697.18	NPHP4	protein_coding
chr1:5927649|5933329	0.7242	exon	15.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5927649|5948251	0.2414	exon	5.000	23.000	0.303	ENSG00000131697.18	NPHP4	protein_coding
chr1:5927649|5952836	0.3863	exon	8.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5927649|5969259	0.0483	exon	1.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5927649|5986232	0.0483	exon	1.000	12.000	0.143	ENSG00000131697.18	NPHP4	protein_coding
chr1:5927649|5986327	0.1448	exon	3.000	21.000	0.222	ENSG00000131697.18	NPHP4	protein_coding
chr1:5947104|5952836	0.1931	exon	4.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5947104|5961949	0.1448	exon	3.000	2.000	0.750	ENSG00000131697.18	NPHP4	protein_coding
chr1:5947104|5978413	0.0966	exon	2.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5947104|5986327	0.1931	exon	4.000	30.000	0.211	ENSG00000131697.18	NPHP4	protein_coding
chr1:5948070|5986327	0.0483	exon	1.000	47.000	0.041	ENSG00000131697.18	NPHP4	protein_coding
chr1:5952700|5986327	0.0483	exon	1.000	1.000	0.667	ENSG00000131697.18	NPHP4	protein_coding
chr1:5961794|5969259	0.0483	exon	1.000	56.000	0.034	ENSG00000131697.18	NPHP4	protein_coding
chr1:5961794|5986327	0.2897	exon	6.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5967299|5969259	0.0483	exon	1.000	39.000	0.049	ENSG00000131697.18	NPHP4	protein_coding
chr1:5967299|5986327	0.1931	exon	4.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5978270|5986327	0.0966	exon	2.000	4.000	0.500	ENSG00000131697.18	NPHP4	protein_coding
chr1:6231902|6233643	0.2414	exon	5.000	48.000	0.172	ENSG00000116237.16	ICMT	protein_coding
chr1:6531968|6541927	0.0966	exon	2.000	60.000	0.062	ENSG00000162408.11	NOL9	protein_coding
chr1:6533280|6541927	0.0966	exon	2.000	33.000	0.108	ENSG00000162408.11	NOL9	protein_coding
chr1:6533280|6545180	0.0483	exon	1.000	4.000	0.333	ENSG00000162408.11	NOL9	protein_coding
chr1:6533280|6549698	0.0966	exon	2.000	18.000	0.182	ENSG00000162408.11	NOL9	protein_coding
chr1:6541830|6545180	0.0966	exon	2.000	22.000	0.154	ENSG00000162408.11	NOL9	protein_coding
chr1:6549571|6550615	0.0483	exon	1.000	43.000	0.044	ENSG00000162408.11	NOL9	protein_coding
chr1:6599047|6599452	0.0483	exon	1.000	29.000	0.065	ENSG00000162413.17	KLHL21	protein_coding
chr1:6616757|6620337	0.0966	exon	2.000	5.000	0.444	ENSG00000116273.6	PHF13	protein_coding
chr1:6619803|6620337	0.0966	exon	2.000	12.000	0.250	ENSG00000116273.6	PHF13	protein_coding
chr1:6667709|6681037	0.0483	exon	1.000	42.000	0.045	ENSG00000007923.17	DNAJC11	protein_coding
chr1:6806983|6825210	0.2897	exon	6.000	1.000	0.923	ENSG00000171735.19	CAMTA1	protein_coding
chr1:6820181|6825210	0.0483	exon	1.000	1.000	0.667	ENSG00000171735.19	CAMTA1	protein_coding
chr1:7777160|7778169	0.9174	exon	19.000	13.000	0.745	ENSG00000049245.13	VAMP3	protein_coding
chr1:7985922|7991447	0.0966	intron	2.000	2.000	0.667	ENSG00000284747.1	ENSG00000284747	lncRNA
chr1:8361763|8422807	0.1448	exon	3.000	16.000	0.273	ENSG00000142599.19	RERE	protein_coding
chr1:8495063|8508675	0.1448	exon	3.000	54.000	0.100	ENSG00000142599.19	RERE	protein_coding
chr1:8495063|8557523	0.0966	exon	2.000	0.000	1.000	ENSG00000221083.1,ENSG00000142599.19	ENSG00000221083,RERE	snoRNA,protein_coding
chr1:8495063|8614686	0.0966	exon	2.000	0.000	1.000	ENSG00000221083.1,ENSG00000142599.19	ENSG00000221083,RERE	snoRNA,protein_coding
chr1:8541214|8557523	0.0966	exon	2.000	0.000	1.000	ENSG00000142599.19	RERE	protein_coding
chr1:8541214|8614686	0.3863	exon	8.000	17.000	0.485	ENSG00000142599.19	RERE	protein_coding
chr1:8551208|8557523	0.0483	intron	1.000	31.000	0.061	ENSG00000142599.19	RERE	protein_coding
chr1:8556475|8557523	0.0483	exon	1.000	47.000	0.041	ENSG00000142599.19	RERE	protein_coding
chr1:8655973|8656441	0.0483	exon	1.000	19.000	0.095	ENSG00000142599.19	RERE	protein_coding
chr1:8736883|8792588	0.0483	intron	1.000	1.000	0.667	ENSG00000224315.2,ENSG00000142599.19	RPL7P7,RERE	processed_pseudogene,protein_coding
chr1:9237131|9262328	0.0483	intron	1.000	7.000	0.222	ENSG00000049239.13	H6PD	protein_coding
chr1:9731761|9773394	0.0483	exon	1.000	38.000	0.050	ENSG00000171603.18	CLSTN1	protein_coding
chr1:9871187|9877989	0.1448	exon	3.000	13.000	0.316	ENSG00000178585.15	CTNNBIP1	protein_coding
chr1:9931891|9934860	0.5311	exon	11.000	7.000	0.759	ENSG00000162441.12	LZIC	protein_coding
chr1:9931891|9935627	0.1931	exon	4.000	2.000	0.800	ENSG00000162441.12	LZIC	protein_coding
chr1:9935492|9936627	0.0483	exon	1.000	10.000	0.167	ENSG00000162441.12	LZIC	protein_coding
chr1:9972018|9981170	0.0483	exon	1.000	2.000	0.500	ENSG00000173614.14	NMNAT1	protein_coding
chr1:10095461|10105744	0.3380	exon	7.000	14.000	0.500	ENSG00000130939.20	UBE4B	protein_coding
chr1:10117459|10119613	0.0483	exon	1.000	9.000	0.182	ENSG00000130939.20	UBE4B	protein_coding
chr1:10117459|10135186	0.0483	exon	1.000	16.000	0.111	ENSG00000130939.20	UBE4B	protein_coding
chr1:10117459|10137205	0.0483	exon	1.000	3.000	0.400	ENSG00000130939.20	UBE4B	protein_coding
chr1:10130500|10135186	0.0483	exon	1.000	6.000	0.250	ENSG00000130939.20	UBE4B	protein_coding
chr1:10149184|10151561	0.0483	exon	1.000	19.000	0.095	ENSG00000130939.20	UBE4B	protein_coding
chr1:10258493|10268263	0.0483	exon	1.000	29.000	0.065	ENSG00000054523.19	KIF1B	protein_coding
chr1:10271502|10278128	0.0483	exon	1.000	2.000	0.500	ENSG00000054523.19	KIF1B	protein_coding
chr1:10282400|10297246	0.0966	exon	2.000	25.000	0.138	ENSG00000054523.19	KIF1B	protein_coding
chr1:10320043|10324895	0.0966	exon	2.000	18.000	0.182	ENSG00000054523.19	KIF1B	protein_coding
chr1:10403071|10413251	0.1448	exon	3.000	26.000	0.188	ENSG00000142657.21	PGD	protein_coding
chr1:10404161|10408140	0.0483	exon	1.000	37.000	0.051	ENSG00000142657.21	PGD	protein_coding
chr1:10408071|10418925	0.0483	exon	1.000	18.000	0.100	ENSG00000142657.21	PGD	protein_coding
chr1:10467190|10469338	0.0483	exon	1.000	65.000	0.030	ENSG00000160049.12	DFFA	protein_coding
chr1:10760701|10761105	0.0483	intron	1.000	8.000	0.200	ENSG00000130940.15	CASZ1	protein_coding
chr1:11013716|11025208	0.0483	exon	1.000	23.000	0.080	ENSG00000120948.19	TARDBP	protein_coding
chr1:11023193|11025208	0.0483	exon	1.000	0.000	1.000	ENSG00000120948.19	TARDBP	protein_coding
chr1:11023263|11025208	0.0483	exon	1.000	10.000	0.167	ENSG00000120948.19	TARDBP	protein_coding
chr1:11068008|11076948	0.0483	exon	1.000	8.000	0.200	ENSG00000171824.14	EXOSC10	protein_coding
chr1:11077365|11081238	0.0483	exon	1.000	4.000	0.333	ENSG00000171824.14	EXOSC10	protein_coding
chr1:11080764|11081238	0.0966	exon	2.000	30.000	0.118	ENSG00000171824.14	EXOSC10	protein_coding
chr1:11111514|11122126	0.0483	exon	1.000	18.000	0.100	ENSG00000198793.13	MTOR	protein_coding
chr1:11121095|11122126	0.0483	intron	1.000	1.000	0.667	ENSG00000198793.13	MTOR	protein_coding
chr1:11144648|11146791	0.0966	exon	2.000	29.000	0.121	ENSG00000198793.13	MTOR	protein_coding
chr1:11144648|11150226	0.0483	exon	1.000	8.000	0.200	ENSG00000198793.13	MTOR	protein_coding
chr1:11146676|11167517	0.0483	exon	1.000	10.000	0.167	ENSG00000198793.13	MTOR	protein_coding
chr1:11199258|11199703	0.0483	exon	1.000	43.000	0.044	ENSG00000198793.13	MTOR	protein_coding
chr1:11228668|11243300	0.0483	exon	1.000	20.000	0.091	ENSG00000198793.13	MTOR	protein_coding
chr1:11247625|11248094	0.0966	exon	2.000	103.000	0.037	ENSG00000198793.13	MTOR	protein_coding
chr1:11658533|11661308	0.0483	exon	1.000	5.000	0.286	ENSG00000132879.14	FBXO44	protein_coding
chr1:11826156|11845766	0.0483	exon	1.000	7.000	0.222	ENSG00000276470.1,ENSG00000278852.1,ENSG00000011021.23	ENSG00000276470,ENSG00000278852,CLCN6	misc_RNA,misc_RNA,protein_coding
chr1:11947976|11972997	0.0483	exon	1.000	7.000	0.222	ENSG00000083444.17	PLOD1	protein_coding
chr1:11970670|11972997	0.0483	exon	1.000	16.000	0.111	ENSG00000083444.17	PLOD1	protein_coding
chr1:12001401|12002103	0.5311	exon	11.000	96.000	0.186	ENSG00000116688.18	MFN2	protein_coding
chr1:12001401|12006693	0.0483	exon	1.000	36.000	0.053	ENSG00000116688.18	MFN2	protein_coding
chr1:12234191|12253826	0.0966	exon	2.000	11.000	0.267	ENSG00000048707.15	VPS13D	protein_coding
chr1:12253722|12258103	0.0483	exon	1.000	25.000	0.074	ENSG00000048707.15	VPS13D	protein_coding
chr1:12268706|12293704	0.0483	exon	1.000	19.000	0.095	ENSG00000048707.15	VPS13D	protein_coding
chr1:12275825|12278038	0.1448	exon	3.000	14.000	0.300	ENSG00000048707.15	VPS13D	protein_coding
chr1:12290998|12308641	0.0483	exon	1.000	0.000	1.000	ENSG00000048707.15	VPS13D	protein_coding
chr1:12299202|12308641	0.1448	exon	3.000	14.000	0.300	ENSG00000048707.15	VPS13D	protein_coding
chr1:12299202|12311925	0.0966	exon	2.000	18.000	0.182	ENSG00000048707.15	VPS13D	protein_coding
chr1:12299202|12321964	0.0483	exon	1.000	8.000	0.200	ENSG00000048707.15	VPS13D	protein_coding
chr1:12318072|12323780	0.0483	exon	1.000	13.000	0.133	ENSG00000048707.15	VPS13D	protein_coding
chr1:12329846|12348973	0.0483	exon	1.000	17.000	0.105	ENSG00000048707.15	VPS13D	protein_coding
chr1:12333226|12343051	0.0483	exon	1.000	12.000	0.143	ENSG00000048707.15	VPS13D	protein_coding
chr1:12386185|12403973	0.0966	exon	2.000	11.000	0.267	ENSG00000048707.15	VPS13D	protein_coding
chr1:12400181|12416827	0.1448	exon	3.000	15.000	0.286	ENSG00000048707.15	VPS13D	protein_coding
chr1:12578718|12579412	0.0483	exon	1.000	8.000	0.200	ENSG00000162496.9,ENSG00000276830.1	DHRS3,MIR6730	protein_coding,miRNA
chr1:13731000|13742157	0.4345	exon	9.000	0.000	1.000	ENSG00000116731.23	PRDM2	protein_coding
chr1:13731000|13744592	0.0483	intron	1.000	10.000	0.167	ENSG00000116731.23	PRDM2	protein_coding
chr1:13731000|13749487	0.4828	exon	10.000	5.000	0.800	ENSG00000116731.23	PRDM2	protein_coding
chr1:13731000|13754365	0.0483	intron	1.000	0.000	1.000	ENSG00000116731.23	PRDM2	protein_coding
chr1:13761350|13782831	0.0483	intron	1.000	0.000	1.000	ENSG00000116731.23	PRDM2	protein_coding
chr1:13773078|13782831	0.0966	exon	2.000	6.000	0.400	ENSG00000116731.23	PRDM2	protein_coding
chr1:13778418|13782831	0.3380	exon	7.000	17.000	0.452	ENSG00000116731.23	PRDM2	protein_coding
chr1:15495273|15518395	0.0483	exon	1.000	4.000	0.333	ENSG00000132906.18	CASP9	protein_coding
chr1:15534237|15536814	0.0966	exon	2.000	15.000	0.211	ENSG00000116138.13	DNAJC16	protein_coding
chr1:15536475|15536814	0.0483	exon	1.000	12.000	0.143	ENSG00000116138.13	DNAJC16	protein_coding
chr1:15626669|15638434	0.0483	exon	1.000	30.000	0.062	ENSG00000197312.12	DDI2	protein_coding
chr1:15638307|15643650	0.0966	exon	2.000	8.000	0.333	ENSG00000197312.12	DDI2	protein_coding
chr1:15638307|15651895	0.0483	exon	1.000	42.000	0.045	ENSG00000197312.12	DDI2	protein_coding
chr1:15717893|15721388	0.1448	exon	3.000	22.000	0.214	ENSG00000116786.13	PLEKHM2	protein_coding
chr1:15764493|15774796	0.0483	exon	1.000	2.000	0.500	ENSG00000162458.13	FBLIM1	protein_coding
chr1:15867879|15873136	0.1448	exon	3.000	129.000	0.044	ENSG00000065526.12	SPEN	protein_coding
chr1:15867879|15876678	0.0483	exon	1.000	25.000	0.074	ENSG00000065526.12	SPEN	protein_coding
chr1:15867879|15920983	0.0483	exon	1.000	5.000	0.286	ENSG00000065526.12	SPEN	protein_coding
chr1:15872816|15874395	0.0966	exon	2.000	67.000	0.056	ENSG00000065526.12	SPEN	protein_coding
chr1:15872816|15876678	2.5590	exon	53.000	0.000	1.000	ENSG00000065526.12	SPEN	protein_coding
chr1:15872816|15909481	0.1448	exon	3.000	6.000	0.500	ENSG00000065526.12	SPEN	protein_coding
chr1:15872816|15911301	0.1931	exon	4.000	50.000	0.138	ENSG00000065526.12	SPEN	protein_coding
chr1:15872816|15920983	0.0483	exon	1.000	106.000	0.019	ENSG00000065526.12	SPEN	protein_coding
chr1:15909321|15919051	0.0966	exon	2.000	97.000	0.040	ENSG00000065526.12	SPEN	protein_coding
chr1:15909321|15920983	0.0966	exon	2.000	0.000	1.000	ENSG00000065526.12	SPEN	protein_coding
chr1:15909321|15922349	0.0483	exon	1.000	18.000	0.100	ENSG00000065526.12	SPEN	protein_coding
chr1:15911101|15916279	0.0483	exon	1.000	39.000	0.049	ENSG00000065526.12	SPEN	protein_coding
chr1:15911101|15922349	0.1931	exon	4.000	50.000	0.138	ENSG00000065526.12	SPEN	protein_coding
chr1:15916128|15922349	0.0483	exon	1.000	3.000	0.400	ENSG00000065526.12	SPEN	protein_coding
chr1:15937163|15938006	0.3380	exon	7.000	50.000	0.219	ENSG00000065526.12	SPEN	protein_coding
chr1:15944300|15946294	0.0483	exon	1.000	28.000	0.067	ENSG00000116809.12	ZBTB17	protein_coding
chr1:16137853|16138430	0.1931	exon	4.000	4.000	0.667	ENSG00000142627.13	EPHA2	protein_coding
chr1:16148378|16157264	0.0483	intron	1.000	1.000	0.667	ENSG00000142627.13	EPHA2	protein_coding
chr1:16294783|16316571	0.0966	intron	2.000	6.000	0.400	ENSG00000037637.11	FBXO42	protein_coding
chr1:16294783|16328781	0.0483	intron	1.000	0.000	1.000	ENSG00000037637.11	FBXO42	protein_coding
chr1:16475825|16483486	0.0483	exon	1.000	2.000	0.500	ENSG00000080947.15	CROCCP3	transcribed_unprocessed_pseudogene
chr1:16475825|16490926	0.0483	exon	1.000	3.000	0.400	ENSG00000080947.15	CROCCP3	transcribed_unprocessed_pseudogene
chr1:16486426|16486661	0.0483	exon	1.000	12.000	0.143	ENSG00000080947.15	CROCCP3	transcribed_unprocessed_pseudogene
chr1:16625775|16628650	0.0483	exon	1.000	28.000	0.067	ENSG00000215908.10	CROCCP2	transcribed_unprocessed_pseudogene
chr1:17022608|17024074	0.1931	exon	4.000	12.000	0.400	ENSG00000117118.10	SDHB	protein_coding
chr1:17022608|17028736	0.0966	exon	2.000	6.000	0.400	ENSG00000117118.10	SDHB	protein_coding
chr1:17409974|17416646	0.0483	exon	1.000	161.000	0.012	ENSG00000179051.14	RCC2	protein_coding
chr1:17580553|17588479	0.2897	exon	6.000	3.000	0.800	ENSG00000074964.17	ARHGEF10L	protein_coding
chr1:17632321|17635016	0.0483	exon	1.000	4.000	0.333	ENSG00000074964.17	ARHGEF10L	protein_coding
chr1:19155441|19156423	0.0483	exon	1.000	86.000	0.023	ENSG00000127481.15	UBR4	protein_coding
chr1:19164253|19187466	0.0483	exon	1.000	88.000	0.022	ENSG00000127481.15	UBR4	protein_coding
chr1:19167022|19179220	0.0966	exon	2.000	93.000	0.041	ENSG00000127481.15	UBR4	protein_coding
chr1:19192188|19192540	0.1448	exon	3.000	33.000	0.154	ENSG00000127481.15	UBR4	protein_coding
chr1:19193433|19197265	0.0966	exon	2.000	39.000	0.093	ENSG00000127481.15	UBR4	protein_coding
chr1:19197670|19201815	0.0483	exon	1.000	103.000	0.019	ENSG00000127481.15	UBR4	protein_coding
chr1:19232936|19243707	0.0483	exon	1.000	31.000	0.061	ENSG00000127463.16	EMC1	protein_coding
chr1:19235130|19244015	0.0483	exon	1.000	19.000	0.095	ENSG00000127463.16	EMC1	protein_coding
chr1:19243418|19244015	0.0966	exon	2.000	35.000	0.103	ENSG00000127463.16	EMC1	protein_coding
chr1:19243614|19244015	0.0483	exon	1.000	23.000	0.080	ENSG00000127463.16	EMC1	protein_coding
chr1:19267504|19268506	0.0483	intron	1.000	2.000	0.500	ENSG00000211454.16	AKR7L	polymorphic_pseudogene
chr1:19356635|19357563	0.1448	exon	3.000	10.000	0.375	ENSG00000077549.19	CAPZB	protein_coding
chr1:19356635|19357596	0.0483	intron	1.000	11.000	0.154	ENSG00000077549.19	CAPZB	protein_coding
chr1:20682653|20690335	0.1448	exon	3.000	4.000	0.600	ENSG00000117245.13	KIF17	protein_coding
chr1:20713454|20715639	0.0966	exon	2.000	10.000	0.286	ENSG00000117245.13	KIF17	protein_coding
chr1:20749723|20773610	0.1931	exon	4.000	36.000	0.182	ENSG00000127483.19	HP1BP3	protein_coding
chr1:20765377|20780540	0.0483	exon	1.000	36.000	0.053	ENSG00000127483.19	HP1BP3	protein_coding
chr1:20775724|20776005	0.0966	exon	2.000	22.000	0.154	ENSG00000127483.19	HP1BP3	protein_coding
chr1:20817392|20865262	0.0483	exon	1.000	20.000	0.091	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20825100|20829272	0.0483	exon	1.000	5.000	0.286	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20827617|20851478	0.0483	exon	1.000	18.000	0.100	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20840856|20865262	0.0483	exon	1.000	0.000	1.000	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20840856|20886371	0.0483	exon	1.000	0.000	1.000	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20840856|20950111	0.0483	exon	1.000	9.000	0.182	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20857403|20886371	0.0483	exon	1.000	16.000	0.111	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20893517|20895501	0.1448	exon	3.000	59.000	0.092	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20893517|20904971	0.0483	exon	1.000	17.000	0.105	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20893517|20942330	0.1931	exon	4.000	0.000	1.000	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20893517|21089213	0.0483	exon	1.000	0.000	1.000	ENSG00000221808.1,ENSG00000233072.1,ENSG00000075151.24,ENSG00000236073.2	MIR1256,RPS15AP6,EIF4G3,ENSG00000236073	miRNA,processed_pseudogene,protein_coding,processed_pseudogene
chr1:20904883|20942330	0.3380	exon	7.000	55.000	0.203	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20941259|20942330	0.0966	exon	2.000	0.000	1.000	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20941491|20950108	0.0483	exon	1.000	3.000	0.400	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20941491|20950111	0.0483	exon	1.000	0.000	1.000	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20941491|20980448	0.0483	exon	1.000	25.000	0.074	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20941491|21111383	0.0483	exon	1.000	0.000	1.000	ENSG00000221808.1,ENSG00000233072.1,ENSG00000075151.24,ENSG00000236073.2	MIR1256,RPS15AP6,EIF4G3,ENSG00000236073	miRNA,processed_pseudogene,protein_coding,processed_pseudogene
chr1:20950003|20981227	0.0483	exon	1.000	43.000	0.044	ENSG00000075151.24	EIF4G3	protein_coding
chr1:20950003|21002808	0.0483	exon	1.000	0.000	1.000	ENSG00000221808.1,ENSG00000075151.24	MIR1256,EIF4G3	miRNA,protein_coding
chr1:20969474|20973099	0.0483	exon	1.000	1.000	0.667	ENSG00000075151.24	EIF4G3	protein_coding
