circ_id	cpm	circ_type	bsj	fsj	junc_ratio	gene_id	gene_name	gene_type
chr1:2395784|2403589	0.0499	exon	1.000	6.000	0.250	ENSG00000157916.20	RER1	protein_coding
chr1:2402207|2403589	0.0499	exon	1.000	9.000	0.182	ENSG00000157916.20	RER1	protein_coding
chr1:2510678|2521800	0.0499	exon	1.000	14.000	0.125	ENSG00000157881.16	PANK4	protein_coding
chr1:2519143|2521800	0.0499	exon	1.000	22.000	0.083	ENSG00000157881.16	PANK4	protein_coding
chr1:2581560|2584401	0.0998	exon	2.000	1.000	0.800	ENSG00000228037.1	ENSG00000228037	lncRNA
chr1:3402791|3418744	0.0499	exon	1.000	6.000	0.250	ENSG00000142611.17	PRDM16	protein_coding
chr1:3633398|3647560	0.0499	exon	1.000	26.000	0.071	ENSG00000116213.16	WRAP73	protein_coding
chr1:3740233|3746186	0.1995	exon	4.000	27.000	0.229	ENSG00000227372.12	TP73-AS1	transcribed_unitary_pseudogene
chr1:3781151|3781601	0.0499	exon	1.000	29.000	0.065	ENSG00000130764.10	LRRC47	protein_coding
chr1:3781512|3784111	0.0499	exon	1.000	30.000	0.062	ENSG00000130764.10	LRRC47	protein_coding
chr1:3781512|3787310	0.3491	exon	7.000	15.000	0.483	ENSG00000130764.10	LRRC47	protein_coding
chr1:3844907|3848781	0.0998	exon	2.000	11.000	0.267	ENSG00000116198.14	CEP104	protein_coding
chr1:3859846|3861342	0.0499	antisense	1.000	5.000	0.286	ENSG00000169598.17	DFFB	protein_coding
chr1:3867974|3872572	0.0998	exon	2.000	5.000	0.444	ENSG00000169598.17	DFFB	protein_coding
chr1:5828007|5880239	0.0499	intron	1.000	10.000	0.167	ENSG00000264101.1,ENSG00000131697.18	MIR4689,NPHP4	miRNA,protein_coding
chr1:5863890|5986327	0.0499	exon	1.000	2.000	0.500	ENSG00000131697.18	NPHP4	protein_coding
chr1:5873252|5880239	0.0998	exon	2.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5873252|5933329	0.0998	exon	2.000	6.000	0.400	ENSG00000131697.18	NPHP4	protein_coding
chr1:5890868|5986327	0.0499	exon	1.000	7.000	0.222	ENSG00000131697.18	NPHP4	protein_coding
chr1:5904617|5952836	0.0499	exon	1.000	24.000	0.077	ENSG00000131697.18	NPHP4	protein_coding
chr1:5904617|5986327	0.1496	exon	3.000	6.000	0.500	ENSG00000131697.18	NPHP4	protein_coding
chr1:5927649|5933329	0.3491	exon	7.000	3.000	0.824	ENSG00000131697.18	NPHP4	protein_coding
chr1:5927649|5952836	0.2494	exon	5.000	18.000	0.357	ENSG00000131697.18	NPHP4	protein_coding
chr1:5927649|5969259	0.0499	exon	1.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5947104|5952836	0.1995	exon	4.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5947104|5978413	0.0499	exon	1.000	28.000	0.067	ENSG00000131697.18	NPHP4	protein_coding
chr1:5947104|5986327	0.0499	exon	1.000	20.000	0.091	ENSG00000131697.18	NPHP4	protein_coding
chr1:5952700|5986327	0.0499	exon	1.000	32.000	0.059	ENSG00000131697.18	NPHP4	protein_coding
chr1:5961794|5986327	0.4489	exon	9.000	6.000	0.750	ENSG00000131697.18	NPHP4	protein_coding
chr1:5967299|5969259	0.0499	exon	1.000	61.000	0.032	ENSG00000131697.18	NPHP4	protein_coding
chr1:5967299|5986327	0.1995	exon	4.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:5977439|5986327	0.0998	intron	2.000	2.000	0.667	ENSG00000131697.18	NPHP4	protein_coding
chr1:5978270|5986327	0.0499	exon	1.000	0.000	1.000	ENSG00000131697.18	NPHP4	protein_coding
chr1:6142128|6144155	0.2494	exon	5.000	3.000	0.769	ENSG00000116254.18	CHD5	protein_coding
chr1:6231902|6232119	0.1496	exon	3.000	40.000	0.130	ENSG00000116237.16	ICMT	protein_coding
chr1:6231902|6233643	0.1496	exon	3.000	62.000	0.088	ENSG00000116237.16	ICMT	protein_coding
chr1:6231902|6234974	0.1496	exon	3.000	24.000	0.200	ENSG00000116237.16	ICMT	protein_coding
chr1:6318492|6327413	0.0499	exon	1.000	25.000	0.074	ENSG00000097021.20	ACOT7	protein_coding
chr1:6318492|6349866	0.0499	exon	1.000	8.000	0.200	ENSG00000097021.20	ACOT7	protein_coding
chr1:6519445|6526003	0.0499	exon	1.000	14.000	0.125	ENSG00000162408.11,ENSG00000171680.23	NOL9,PLEKHG5	protein_coding,protein_coding
chr1:6519445|6533441	0.0499	exon	1.000	0.000	1.000	ENSG00000162408.11,ENSG00000171680.23	NOL9,PLEKHG5	protein_coding,protein_coding
chr1:6528994|6541927	0.0499	exon	1.000	25.000	0.074	ENSG00000162408.11	NOL9	protein_coding
chr1:6531968|6533441	0.0499	exon	1.000	54.000	0.036	ENSG00000162408.11	NOL9	protein_coding
chr1:6533280|6541927	0.0499	exon	1.000	45.000	0.043	ENSG00000162408.11	NOL9	protein_coding
chr1:6599047|6599452	0.0998	exon	2.000	53.000	0.070	ENSG00000162413.17	KLHL21	protein_coding
chr1:6599047|6602887	0.0499	exon	1.000	1.000	0.667	ENSG00000162413.17	KLHL21	protein_coding
chr1:6636117|6638364	0.0499	exon	1.000	19.000	0.095	ENSG00000007923.17	DNAJC11	protein_coding
chr1:6644558|6645978	0.2494	exon	5.000	42.000	0.192	ENSG00000007923.17	DNAJC11	protein_coding
chr1:6667709|6681037	0.1496	exon	3.000	47.000	0.113	ENSG00000007923.17	DNAJC11	protein_coding
chr1:6806983|6825210	0.1995	exon	4.000	2.000	0.800	ENSG00000171735.19	CAMTA1	protein_coding
chr1:6819320|6825210	0.0499	intron	1.000	7.000	0.222	ENSG00000171735.19	CAMTA1	protein_coding
chr1:6820181|6825210	0.0499	exon	1.000	0.000	1.000	ENSG00000171735.19	CAMTA1	protein_coding
chr1:6820181|6871840	0.0499	exon	1.000	2.000	0.500	ENSG00000171735.19	CAMTA1	protein_coding
chr1:6820181|6888899	0.0998	intron	2.000	8.000	0.333	ENSG00000171735.19	CAMTA1	protein_coding
chr1:7732448|7752533	0.1496	exon	3.000	2.000	0.750	ENSG00000171735.19	CAMTA1	protein_coding
chr1:7777160|7778169	1.1472	exon	23.000	19.000	0.708	ENSG00000049245.13	VAMP3	protein_coding
chr1:7937690|7940078	0.1496	exon	3.000	1.000	0.857	ENSG00000049249.9	TNFRSF9	protein_coding
chr1:7962763|7970963	0.0499	exon	1.000	10.000	0.167	ENSG00000116288.13	PARK7	protein_coding
chr1:8495063|8497529	0.0998	exon	2.000	7.000	0.364	ENSG00000142599.19	RERE	protein_coding
chr1:8495063|8508675	0.1496	exon	3.000	25.000	0.194	ENSG00000142599.19	RERE	protein_coding
chr1:8495063|8541318	0.1995	exon	4.000	71.000	0.101	ENSG00000221083.1,ENSG00000142599.19	ENSG00000221083,RERE	snoRNA,protein_coding
chr1:8495063|8557523	0.1995	exon	4.000	0.000	1.000	ENSG00000221083.1,ENSG00000142599.19	ENSG00000221083,RERE	snoRNA,protein_coding
chr1:8495063|8614686	0.0998	exon	2.000	0.000	1.000	ENSG00000221083.1,ENSG00000142599.19	ENSG00000221083,RERE	snoRNA,protein_coding
chr1:8508627|8557523	0.0499	exon	1.000	0.000	1.000	ENSG00000221083.1,ENSG00000142599.19	ENSG00000221083,RERE	snoRNA,protein_coding
chr1:8541214|8557523	0.2494	exon	5.000	0.000	1.000	ENSG00000142599.19	RERE	protein_coding
chr1:8541214|8614686	0.0998	exon	2.000	3.000	0.571	ENSG00000142599.19	RERE	protein_coding
chr1:8551208|8557523	0.0499	intron	1.000	31.000	0.061	ENSG00000142599.19	RERE	protein_coding
chr1:8556475|8614686	0.0499	exon	1.000	6.000	0.250	ENSG00000142599.19	RERE	protein_coding
chr1:8862887|8867250	0.0998	exon	2.000	292.000	0.014	ENSG00000074800.16,ENSG00000274258.1	ENO1,MIR6728	protein_coding,miRNA
chr1:8862887|8871986	0.0998	exon	2.000	356.000	0.011	ENSG00000074800.16,ENSG00000274258.1	ENO1,MIR6728	protein_coding,miRNA
chr1:9355743|9356585	0.0998	exon	2.000	0.000	1.000	ENSG00000171621.14	SPSB1	protein_coding
chr1:9465684|9468703	0.0499	intergenic	1.000	0.000	1.000	None	None	None
chr1:9611753|9630224	0.0499	intron	1.000	9.000	0.182	ENSG00000188807.13	TMEM201	protein_coding
chr1:9715541|9720909	0.0499	exon	1.000	7.000	0.222	ENSG00000171608.17	PIK3CD	protein_coding
chr1:9733401|9736042	0.0499	exon	1.000	54.000	0.036	ENSG00000171603.18	CLSTN1	protein_coding
chr1:9751473|9755309	0.0499	exon	1.000	49.000	0.039	ENSG00000171603.18	CLSTN1	protein_coding
chr1:9871187|9874157	0.0499	intron	1.000	0.000	1.000	ENSG00000178585.15	CTNNBIP1	protein_coding
chr1:9871187|9877989	0.1496	exon	3.000	8.000	0.429	ENSG00000178585.15	CTNNBIP1	protein_coding
chr1:9931891|9934860	0.5487	exon	11.000	4.000	0.846	ENSG00000162441.12	LZIC	protein_coding
chr1:9931891|9936627	0.0499	exon	1.000	3.000	0.400	ENSG00000162441.12	LZIC	protein_coding
chr1:9972018|9981170	0.0998	exon	2.000	2.000	0.667	ENSG00000173614.14	NMNAT1	protein_coding
chr1:10024560|10029007	0.0499	intergenic	1.000	0.000	1.000	None	None	None
chr1:10072028|10105744	0.0499	exon	1.000	23.000	0.080	ENSG00000130939.20	UBE4B	protein_coding
chr1:10095461|10105744	0.5487	exon	11.000	20.000	0.524	ENSG00000130939.20	UBE4B	protein_coding
chr1:10117459|10130813	0.1995	exon	4.000	12.000	0.400	ENSG00000130939.20	UBE4B	protein_coding
chr1:10117459|10135186	0.0499	exon	1.000	18.000	0.100	ENSG00000130939.20	UBE4B	protein_coding
chr1:10117459|10145039	0.0499	exon	1.000	6.000	0.250	ENSG00000130939.20	UBE4B	protein_coding
chr1:10126794|10161286	0.0499	exon	1.000	22.000	0.083	ENSG00000130939.20	UBE4B	protein_coding
chr1:10129392|10135186	0.0998	exon	2.000	1.000	0.800	ENSG00000130939.20	UBE4B	protein_coding
chr1:10130500|10130813	0.0499	exon	1.000	8.000	0.200	ENSG00000130939.20	UBE4B	protein_coding
chr1:10149184|10161286	0.0499	exon	1.000	1.000	0.667	ENSG00000130939.20	UBE4B	protein_coding
chr1:10232250|10278128	0.0499	exon	1.000	12.000	0.143	ENSG00000054523.19	KIF1B	protein_coding
chr1:10261905|10268263	0.0499	exon	1.000	36.000	0.053	ENSG00000054523.19	KIF1B	protein_coding
chr1:10267380|10268263	0.0998	exon	2.000	0.000	1.000	ENSG00000054523.19	KIF1B	protein_coding
chr1:10267380|10272306	0.0499	exon	1.000	40.000	0.048	ENSG00000054523.19	KIF1B	protein_coding
chr1:10267380|10278128	0.1496	exon	3.000	0.000	1.000	ENSG00000054523.19	KIF1B	protein_coding
chr1:10320043|10324895	0.0499	exon	1.000	16.000	0.111	ENSG00000054523.19	KIF1B	protein_coding
chr1:10320043|10375373	0.0499	exon	1.000	10.000	0.167	ENSG00000054523.19	KIF1B	protein_coding
chr1:10334520|10337203	0.1496	exon	3.000	14.000	0.300	ENSG00000054523.19	KIF1B	protein_coding
chr1:10345845|10348733	0.0499	exon	1.000	16.000	0.111	ENSG00000054523.19	KIF1B	protein_coding
chr1:10360929|10368538	0.1496	exon	3.000	0.000	1.000	ENSG00000054523.19	KIF1B	protein_coding
chr1:10360929|10381641	0.0499	intron	1.000	6.000	0.250	ENSG00000054523.19	KIF1B	protein_coding
chr1:10368467|10371262	0.0499	exon	1.000	11.000	0.154	ENSG00000054523.19	KIF1B	protein_coding
chr1:10371141|10375373	0.1496	exon	3.000	6.000	0.500	ENSG00000054523.19	KIF1B	protein_coding
chr1:10399629|10434690	0.0499	exon	1.000	15.000	0.118	ENSG00000175279.22,ENSG00000251503.8,ENSG00000142657.21	CENPS,CENPS-CORT,PGD	protein_coding,protein_coding,protein_coding
chr1:10411418|10413251	0.0499	exon	1.000	17.000	0.105	ENSG00000142657.21	PGD	protein_coding
chr1:10411418|10418925	0.0499	exon	1.000	65.000	0.030	ENSG00000142657.21	PGD	protein_coding
chr1:10467190|10469338	0.0998	exon	2.000	49.000	0.075	ENSG00000160049.12	DFFA	protein_coding
chr1:10964128|10970068	0.0998	exon	2.000	0.000	1.000	ENSG00000175262.14	C1orf127	protein_coding
chr1:11013716|11013965	0.0998	exon	2.000	47.000	0.078	ENSG00000120948.19	TARDBP	protein_coding
chr1:11013716|11023667	0.2993	exon	6.000	17.000	0.414	ENSG00000120948.19	TARDBP	protein_coding
chr1:11013716|11025208	0.0499	exon	1.000	23.000	0.080	ENSG00000120948.19	TARDBP	protein_coding
chr1:11016844|11017007	0.0499	exon	1.000	47.000	0.041	ENSG00000120948.19	TARDBP	protein_coding
chr1:11016844|11023667	0.0499	exon	1.000	0.000	1.000	ENSG00000120948.19	TARDBP	protein_coding
chr1:11066529|11082878	0.2494	intron	5.000	7.000	0.588	ENSG00000171824.14	EXOSC10	protein_coding
chr1:11076842|11081238	0.0499	exon	1.000	17.000	0.105	ENSG00000171824.14	EXOSC10	protein_coding
chr1:11107405|11134466	0.0499	exon	1.000	21.000	0.087	ENSG00000198793.13	MTOR	protein_coding
chr1:11107405|11167517	0.0998	exon	2.000	8.000	0.333	ENSG00000198793.13	MTOR	protein_coding
chr1:11108181|11114887	0.0499	exon	1.000	9.000	0.182	ENSG00000198793.13	MTOR	protein_coding
chr1:11121246|11122126	0.0499	exon	1.000	26.000	0.071	ENSG00000198793.13	MTOR	protein_coding
chr1:11144648|11146791	0.0998	exon	2.000	29.000	0.121	ENSG00000198793.13	MTOR	protein_coding
chr1:11144648|11150226	0.0998	exon	2.000	9.000	0.308	ENSG00000198793.13	MTOR	protein_coding
chr1:11192270|11195763	0.0499	exon	1.000	0.000	1.000	ENSG00000171819.5	ANGPTL7	protein_coding
chr1:11199258|11199703	0.0998	exon	2.000	61.000	0.062	ENSG00000198793.13	MTOR	protein_coding
chr1:11199541|11213566	0.0998	exon	2.000	25.000	0.138	ENSG00000198793.13	MTOR	protein_coding
chr1:11204561|11213566	0.0499	exon	1.000	1.000	0.667	ENSG00000198793.13	MTOR	protein_coding
chr1:11209312|11213566	0.2993	exon	6.000	61.000	0.164	ENSG00000198793.13	MTOR	protein_coding
chr1:11228668|11234265	0.0998	exon	2.000	41.000	0.089	ENSG00000198793.13	MTOR	protein_coding
chr1:11228668|11243300	0.0499	exon	1.000	72.000	0.027	ENSG00000198793.13	MTOR	protein_coding
chr1:11228668|11248094	0.0998	exon	2.000	57.000	0.066	ENSG00000198793.13	MTOR	protein_coding
chr1:11674520|11680613	0.0499	exon	1.000	14.000	0.125	ENSG00000116670.15	MAD2L2	protein_coding
chr1:11824486|11834030	0.0499	exon	1.000	7.000	0.222	ENSG00000011021.23	CLCN6	protein_coding
chr1:11833515|11844073	0.0499	exon	1.000	5.000	0.286	ENSG00000276470.1,ENSG00000011021.23	ENSG00000276470,CLCN6	misc_RNA,protein_coding
chr1:11989165|11997421	0.0499	exon	1.000	0.000	1.000	ENSG00000116688.18	MFN2	protein_coding
chr1:11989165|12005931	0.0499	exon	1.000	65.000	0.030	ENSG00000116688.18	MFN2	protein_coding
chr1:11996156|11997421	0.0499	exon	1.000	36.000	0.053	ENSG00000116688.18	MFN2	protein_coding
chr1:11996156|12005931	0.0499	exon	1.000	96.000	0.020	ENSG00000116688.18	MFN2	protein_coding
chr1:12001401|12002103	0.3990	exon	8.000	64.000	0.200	ENSG00000116688.18	MFN2	protein_coding
chr1:12234191|12253826	0.0499	exon	1.000	26.000	0.071	ENSG00000048707.15	VPS13D	protein_coding
chr1:12275825|12278038	0.1496	exon	3.000	19.000	0.240	ENSG00000048707.15	VPS13D	protein_coding
chr1:12299202|12308604	0.0499	exon	1.000	39.000	0.049	ENSG00000048707.15	VPS13D	protein_coding
chr1:12299202|12308641	0.1995	exon	4.000	8.000	0.500	ENSG00000048707.15	VPS13D	protein_coding
chr1:12299202|12311925	0.0499	exon	1.000	14.000	0.125	ENSG00000048707.15	VPS13D	protein_coding
chr1:12299202|12321964	0.0499	exon	1.000	16.000	0.111	ENSG00000048707.15	VPS13D	protein_coding
chr1:12299202|12333366	0.0499	exon	1.000	6.000	0.250	ENSG00000048707.15	VPS13D	protein_coding
chr1:12318072|12321964	0.0499	exon	1.000	0.000	1.000	ENSG00000048707.15	VPS13D	protein_coding
chr1:12318072|12323780	0.0499	exon	1.000	21.000	0.087	ENSG00000048707.15	VPS13D	protein_coding
chr1:12362720|12363247	0.0499	exon	1.000	9.000	0.182	ENSG00000048707.15	VPS13D	protein_coding
chr1:12400181|12416827	0.0499	exon	1.000	14.000	0.125	ENSG00000048707.15	VPS13D	protein_coding
chr1:13715541|13742157	0.1496	exon	3.000	5.000	0.545	ENSG00000116731.23	PRDM2	protein_coding
chr1:13731000|13742157	0.1995	exon	4.000	4.000	0.667	ENSG00000116731.23	PRDM2	protein_coding
chr1:13731000|13749487	0.2993	exon	6.000	1.000	0.923	ENSG00000116731.23	PRDM2	protein_coding
chr1:13773078|13782831	0.1995	exon	4.000	6.000	0.571	ENSG00000116731.23	PRDM2	protein_coding
chr1:13778418|13782831	0.0499	exon	1.000	13.000	0.133	ENSG00000116731.23	PRDM2	protein_coding
chr1:15529088|15548428	0.0499	exon	1.000	4.000	0.333	ENSG00000251866.1,ENSG00000116138.13	SCARNA21B,DNAJC16	scaRNA,protein_coding
chr1:15534237|15536814	0.0998	exon	2.000	7.000	0.364	ENSG00000116138.13	DNAJC16	protein_coding
chr1:15534237|15544583	0.0499	exon	1.000	0.000	1.000	ENSG00000251866.1,ENSG00000116138.13	SCARNA21B,DNAJC16	scaRNA,protein_coding
chr1:15534237|15548428	0.0499	exon	1.000	5.000	0.286	ENSG00000251866.1,ENSG00000116138.13	SCARNA21B,DNAJC16	scaRNA,protein_coding
chr1:15534237|15562325	0.0499	exon	1.000	16.000	0.111	ENSG00000251866.1,ENSG00000116138.13	SCARNA21B,DNAJC16	scaRNA,protein_coding
chr1:15536475|15544583	0.0499	exon	1.000	17.000	0.105	ENSG00000251866.1,ENSG00000116138.13	SCARNA21B,DNAJC16	scaRNA,protein_coding
chr1:15563929|15564359	0.1995	exon	4.000	11.000	0.421	ENSG00000116138.13	DNAJC16	protein_coding
chr1:15567099|15568235	0.0499	exon	1.000	11.000	0.154	ENSG00000116138.13	DNAJC16	protein_coding
chr1:15577685|15580142	0.0499	exon	1.000	1.000	0.667	ENSG00000116771.6	AGMAT	protein_coding
chr1:15626669|15643650	0.0998	exon	2.000	3.000	0.571	ENSG00000197312.12	DDI2	protein_coding
chr1:15630325|15651895	0.0499	exon	1.000	32.000	0.059	ENSG00000197312.12	DDI2	protein_coding
chr1:15638307|15651895	0.1496	exon	3.000	42.000	0.125	ENSG00000197312.12	DDI2	protein_coding
chr1:15716237|15718625	0.0998	exon	2.000	49.000	0.075	ENSG00000116786.13	PLEKHM2	protein_coding
chr1:15719734|15721388	0.0499	exon	1.000	14.000	0.125	ENSG00000116786.13	PLEKHM2	protein_coding
chr1:15767376|15774796	0.0499	exon	1.000	2.000	0.500	ENSG00000162458.13	FBLIM1	protein_coding
chr1:15768528|15774796	0.0499	exon	1.000	2.000	0.500	ENSG00000162458.13	FBLIM1	protein_coding
chr1:15867879|15876678	0.0998	exon	2.000	12.000	0.250	ENSG00000065526.12	SPEN	protein_coding
chr1:15872816|15876678	2.2944	exon	46.000	0.000	1.000	ENSG00000065526.12	SPEN	protein_coding
chr1:15872816|15909481	0.0499	exon	1.000	5.000	0.286	ENSG00000065526.12	SPEN	protein_coding
chr1:15872816|15911301	0.0499	exon	1.000	41.000	0.047	ENSG00000065526.12	SPEN	protein_coding
chr1:15909321|15911301	0.0998	exon	2.000	97.000	0.040	ENSG00000065526.12	SPEN	protein_coding
chr1:15909321|15916279	0.0998	exon	2.000	1.000	0.800	ENSG00000065526.12	SPEN	protein_coding
chr1:15909321|15920983	0.0998	exon	2.000	0.000	1.000	ENSG00000065526.12	SPEN	protein_coding
chr1:15909321|15922349	0.8479	exon	17.000	0.000	1.000	ENSG00000065526.12	SPEN	protein_coding
chr1:15909321|15933330	0.0998	exon	2.000	68.000	0.056	ENSG00000065526.12	SPEN	protein_coding
chr1:15909324|15920983	0.0499	exon	1.000	62.000	0.031	ENSG00000065526.12	SPEN	protein_coding
chr1:15911101|15922349	0.1496	exon	3.000	39.000	0.133	ENSG00000065526.12	SPEN	protein_coding
chr1:15916128|15922349	0.1496	exon	3.000	7.000	0.462	ENSG00000065526.12	SPEN	protein_coding
chr1:15918926|15922349	0.1995	exon	4.000	63.000	0.113	ENSG00000065526.12	SPEN	protein_coding
chr1:15920870|15922349	0.0998	exon	2.000	58.000	0.065	ENSG00000065526.12	SPEN	protein_coding
chr1:15937163|15938006	0.4988	exon	10.000	35.000	0.364	ENSG00000065526.12	SPEN	protein_coding
chr1:15937487|15938876	0.0499	exon	1.000	49.000	0.039	ENSG00000065526.12	SPEN	protein_coding
chr1:15942331|15945202	0.0499	exon	1.000	14.000	0.125	ENSG00000116809.12	ZBTB17	protein_coding
